buy_date,buy_price,sell_price,sell_date,returns,holding_period,stock
2021-06-15,806.91,721.38,2021-08-26,-10.6,72.0,ADANIPORTS
2021-10-04,742.54,816.8,2021-10-18,10.0,14.0,ADANIPORTS
2021-10-29,700.48,760.98,2021-11-25,8.64,27.0,ADANIPORTS
2021-11-30,707.52,765.01,2021-12-10,8.13,10.0,ADANIPORTS
2022-01-25,699.48,731.33,2022-03-22,4.55,56.0,ADANIPORTS
2022-05-09,811.49,725.36,2022-07-12,-10.61,64.0,ADANIPORTS
2022-09-29,843.19,845.75,2022-11-02,0.3,34.0,ADANIPORTS
2022-12-19,864.75,600.93,2023-03-02,-30.51,73.0,ADANIPORTS
2023-06-26,713.55,740.78,2023-07-03,3.82,7.0,ADANIPORTS
2023-10-10,804.55,803.96,2023-11-10,-0.07,31.0,ADANIPORTS
2014-01-28,184.68,186.54,2014-02-26,1.01,29.0,ICICIBANK
2014-06-17,258.38,269.19,2014-07-21,4.18,34.0,ICICIBANK
2014-09-25,276.1,291.8,2014-10-29,5.69,34.0,ICICIBANK
2014-12-17,301.04,325.09,2015-01-06,7.99,20.0,ICICIBANK
2015-02-06,306.98,313.33,2015-03-05,2.07,27.0,ICICIBANK
2015-03-23,294.24,296.51,2015-04-29,0.77,37.0,ICICIBANK
2015-06-04,266.6,286.15,2015-06-25,7.33,21.0,ICICIBANK
2015-07-27,273.95,260.24,2015-10-12,-5.0,77.0,ICICIBANK
2015-11-06,246.59,197.73,2016-03-03,-19.81,118.0,ICICIBANK
2016-05-05,195.79,220.03,2016-05-30,12.38,25.0,ICICIBANK
2016-06-27,209.5,239.03,2016-07-13,14.1,16.0,ICICIBANK
2016-08-05,223.02,232.56,2016-08-31,4.28,26.0,ICICIBANK
2016-09-30,226.63,249.88,2016-10-21,10.26,21.0,ICICIBANK
2016-12-21,231.15,241.15,2017-01-12,4.33,22.0,ICICIBANK
2017-03-09,250.34,256.35,2017-04-19,2.4,41.0,ICICIBANK
2017-04-25,248.51,271.36,2017-05-05,9.19,10.0,ICICIBANK
2017-06-27,294.46,297.9,2017-07-14,1.17,17.0,ICICIBANK
2017-08-10,290.44,298.3,2017-10-26,2.71,77.0,ICICIBANK
2017-12-05,306.32,314.67,2017-12-26,2.73,21.0,ICICIBANK
2018-03-01,314.21,303.48,2018-05-09,-3.41,69.0,ICICIBANK
2018-06-28,279.39,283.48,2018-07-27,1.46,29.0,ICICIBANK
2018-09-14,328.84,316.91,2018-10-25,-3.63,41.0,ICICIBANK
2018-12-07,351.35,361.23,2018-12-20,2.81,13.0,ICICIBANK
2019-01-28,354.97,363.42,2019-03-06,2.38,37.0,ICICIBANK
2019-05-08,388.23,406.56,2019-05-21,4.72,13.0,ICICIBANK
2019-07-19,422.0,433.62,2019-09-23,2.75,66.0,ICICIBANK
2020-01-08,518.58,538.25,2020-02-07,3.79,30.0,ICICIBANK
2020-03-02,510.79,357.2,2020-05-04,-30.07,63.0,ICICIBANK
2020-05-12,319.89,355.21,2020-06-04,11.04,23.0,ICICIBANK
2020-07-31,348.18,380.59,2020-08-25,9.31,25.0,ICICIBANK
2020-09-15,365.87,375.21,2020-10-06,2.55,21.0,ICICIBANK
2021-01-28,517.17,609.93,2021-02-02,17.94,5.0,ICICIBANK
2021-03-16,609.88,590.28,2021-04-27,-3.21,42.0,ICICIBANK
2021-06-21,625.96,647.65,2021-07-07,3.47,16.0,ICICIBANK
2021-10-04,700.54,751.23,2021-10-19,7.24,15.0,ICICIBANK
2021-11-23,744.65,769.13,2022-01-05,3.29,43.0,ICICIBANK
2022-02-09,801.24,736.2,2022-03-31,-8.12,50.0,ICICIBANK
2022-05-05,734.45,737.29,2022-05-31,0.39,26.0,ICICIBANK
2022-06-14,685.81,747.54,2022-07-08,9.0,24.0,ICICIBANK
2022-09-28,848.22,920.38,2022-10-24,8.51,26.0,ICICIBANK
2022-12-16,910.03,875.8,2023-04-03,-3.76,108.0,ICICIBANK
2023-06-16,933.95,937.34,2023-07-05,0.36,19.0,ICICIBANK
2023-08-14,953.74,984.85,2023-09-13,3.26,30.0,ICICIBANK
2023-09-25,955.05,958.88,2023-12-04,0.4,70.0,ICICIBANK
2014-01-28,217.58,223.88,2014-02-10,2.9,13.0,TITAN
2014-11-20,366.82,380.29,2015-01-06,3.67,47.0,TITAN
2015-03-03,414.66,412.93,2015-04-15,-0.42,43.0,TITAN
2015-04-28,387.93,336.41,2015-08-21,-13.28,115.0,TITAN
2015-09-07,334.66,342.28,2015-10-07,2.28,30.0,TITAN
2015-12-14,350.54,362.68,2016-02-01,3.46,49.0,TITAN
2016-02-18,329.74,356.81,2016-03-23,8.21,34.0,TITAN
2016-06-06,356.67,380.09,2016-06-24,6.57,18.0,TITAN
2016-08-17,406.87,413.72,2016-09-02,1.68,16.0,TITAN
2016-09-30,395.02,339.3,2017-01-03,-14.11,95.0,TITAN
2017-05-10,470.84,487.2,2017-05-15,3.47,5.0,TITAN
2017-05-22,476.37,544.26,2017-06-06,14.25,15.0,TITAN
2017-09-26,609.93,636.8,2017-11-01,4.41,36.0,TITAN
2018-02-02,814.05,846.75,2018-03-14,4.02,40.0,TITAN
2018-05-15,929.62,888.53,2018-07-31,-4.42,77.0,TITAN
2018-08-29,892.44,824.86,2018-10-30,-7.57,62.0,TITAN
2018-12-26,883.39,939.48,2019-01-08,6.35,13.0,TITAN
2019-05-07,1103.29,1156.89,2019-05-16,4.86,9.0,TITAN
2019-07-10,1108.51,1123.36,2019-08-28,1.34,49.0,TITAN
2019-11-07,1166.8,1183.85,2019-12-06,1.46,29.0,TITAN
2020-01-03,1161.78,1202.86,2020-01-24,3.54,21.0,TITAN
2020-03-05,1259.77,954.11,2020-06-02,-24.26,89.0,TITAN
2020-09-25,1103.04,1250.71,2020-10-08,13.39,13.0,TITAN
2020-10-30,1182.28,1279.57,2020-11-10,8.23,11.0,TITAN
2021-01-28,1427.1,1567.52,2021-02-10,9.84,13.0,TITAN
2021-02-22,1432.12,1486.78,2021-03-17,3.82,23.0,TITAN
2021-05-04,1441.17,1544.44,2021-05-21,7.17,17.0,TITAN
2021-07-19,1702.82,1847.91,2021-08-04,8.52,16.0,TITAN
2021-11-29,2301.45,2435.06,2021-12-31,5.81,32.0,TITAN
2022-01-27,2338.63,2537.25,2022-03-02,8.49,34.0,TITAN
2022-03-08,2412.0,2726.3,2022-03-21,13.03,13.0,TITAN
2022-04-13,2504.66,2129.3,2022-07-08,-14.99,86.0,TITAN
2022-09-30,2550.69,2695.41,2022-10-28,5.67,28.0,TITAN
2022-11-18,2592.9,2516.31,2023-02-14,-2.95,88.0,TITAN
2023-03-13,2384.61,2505.36,2023-03-22,5.06,9.0,TITAN
2023-08-01,3039.97,3055.25,2023-08-18,0.5,17.0,TITAN
2023-10-27,3110.58,3322.3,2023-11-17,6.81,21.0,TITAN
2014-01-21,68.14,70.3,2014-02-20,3.17,30.0,BAJAJFINSV
2014-10-17,102.61,105.47,2014-11-25,2.79,39.0,BAJAJFINSV
2015-01-08,123.61,131.78,2015-01-21,6.61,13.0,BAJAJFINSV
2015-02-27,141.1,151.94,2015-03-09,7.68,10.0,BAJAJFINSV
2015-03-23,139.19,143.68,2015-05-06,3.23,44.0,BAJAJFINSV
2015-06-30,150.86,159.7,2015-07-03,5.86,3.0,BAJAJFINSV
2015-08-25,172.66,183.98,2015-10-21,6.56,57.0,BAJAJFINSV
2015-12-10,190.45,196.95,2016-01-11,3.41,32.0,BAJAJFINSV
2016-01-19,185.92,175.32,2016-04-04,-5.7,76.0,BAJAJFINSV
2016-05-23,183.21,193.92,2016-06-16,5.85,24.0,BAJAJFINSV
2016-11-09,296.47,301.78,2017-01-19,1.79,71.0,BAJAJFINSV
2017-05-22,422.15,437.8,2017-07-14,3.71,53.0,BAJAJFINSV
2017-09-25,525.61,523.37,2017-11-29,-0.43,65.0,BAJAJFINSV
2018-01-16,506.42,523.37,2018-02-14,3.35,29.0,BAJAJFINSV
2018-03-09,491.79,520.38,2018-03-28,5.81,19.0,BAJAJFINSV
2018-05-11,530.14,555.11,2018-05-18,4.71,7.0,BAJAJFINSV
2018-09-03,680.38,584.06,2018-11-22,-14.16,80.0,BAJAJFINSV
2019-01-29,604.51,623.37,2019-02-26,3.12,28.0,BAJAJFINSV
2019-05-15,743.6,801.57,2019-05-20,7.8,5.0,BAJAJFINSV
2019-07-09,762.79,781.27,2019-09-23,2.42,76.0,BAJAJFINSV
2019-10-27,801.99,875.6,2019-11-05,9.18,9.0,BAJAJFINSV
2020-02-04,922.59,489.74,2020-05-04,-46.92,90.0,BAJAJFINSV
2020-05-26,438.18,531.73,2020-06-03,21.35,8.0,BAJAJFINSV
2020-08-04,619.09,657.19,2020-08-27,6.15,23.0,BAJAJFINSV
2020-09-10,610.94,631.83,2020-11-09,3.42,60.0,BAJAJFINSV
2020-12-22,889.42,902.47,2021-01-22,1.47,31.0,BAJAJFINSV
2021-03-16,977.36,945.8,2021-04-19,-3.23,34.0,BAJAJFINSV
2021-11-23,1696.44,1761.25,2022-01-06,3.82,44.0,BAJAJFINSV
2022-01-25,1562.83,1631.8,2022-03-21,4.41,55.0,BAJAJFINSV
2022-04-19,1607.9,1213.9,2022-07-19,-24.5,91.0,BAJAJFINSV
2022-09-29,1680.31,1804.13,2022-11-07,7.37,39.0,BAJAJFINSV
2022-11-25,1642.17,1396.98,2023-02-13,-14.93,80.0,BAJAJFINSV
2023-03-13,1332.63,1338.28,2023-04-17,0.42,35.0,BAJAJFINSV
2023-08-03,1530.51,1541.75,2023-09-11,0.73,39.0,BAJAJFINSV
2023-11-06,1554.73,1616.33,2023-11-24,3.96,18.0,BAJAJFINSV
2014-01-27,340.75,340.99,2014-02-28,0.07,32.0,KOTAKBANK
2014-07-08,443.2,481.08,2014-07-21,8.55,13.0,KOTAKBANK
2014-09-29,514.71,530.83,2014-10-27,3.13,28.0,KOTAKBANK
2015-02-06,647.17,700.98,2015-03-03,8.31,25.0,KOTAKBANK
2015-03-27,663.3,689.96,2015-04-08,4.02,12.0,KOTAKBANK
2015-05-04,656.44,691.52,2015-06-26,5.34,53.0,KOTAKBANK
2015-08-03,698.42,627.85,2015-09-23,-10.1,51.0,KOTAKBANK
2015-11-10,656.37,679.68,2015-11-24,3.55,14.0,KOTAKBANK
2016-01-15,682.8,653.72,2016-03-11,-4.26,56.0,KOTAKBANK
2016-05-25,707.52,744.96,2016-05-30,5.29,5.0,KOTAKBANK
2016-06-27,726.67,775.11,2016-07-14,6.67,17.0,KOTAKBANK
2016-09-29,791.44,807.94,2016-10-27,2.08,28.0,KOTAKBANK
2016-11-10,832.34,808.93,2016-11-11,-2.81,1.0,KOTAKBANK
2016-11-22,769.03,722.47,2017-01-16,-6.05,55.0,KOTAKBANK
2017-06-30,950.73,979.98,2017-07-21,3.08,21.0,KOTAKBANK
2017-08-17,1008.01,994.0,2017-09-07,-1.39,21.0,KOTAKBANK
2017-09-29,1019.07,1047.69,2017-10-10,2.81,11.0,KOTAKBANK
2017-11-14,998.97,1038.33,2018-01-16,3.94,63.0,KOTAKBANK
2018-03-21,1060.07,1086.44,2018-04-05,2.49,15.0,KOTAKBANK
2018-07-25,1315.54,1202.95,2018-11-30,-8.56,128.0,KOTAKBANK
2019-01-15,1223.08,1272.61,2019-01-22,4.05,7.0,KOTAKBANK
2019-02-28,1219.27,1333.3,2019-03-18,9.35,18.0,KOTAKBANK
2019-06-18,1472.32,1505.83,2019-07-08,2.28,20.0,KOTAKBANK
2019-07-10,1470.31,1523.69,2019-07-18,3.63,8.0,KOTAKBANK
2019-08-26,1507.5,1567.12,2019-09-23,3.95,28.0,KOTAKBANK
2019-11-07,1584.88,1626.33,2019-12-03,2.62,26.0,KOTAKBANK
2020-01-07,1669.36,1637.37,2020-02-03,-1.92,27.0,KOTAKBANK
2020-03-02,1639.15,1288.53,2020-05-04,-21.39,63.0,KOTAKBANK
2020-07-17,1323.58,1378.08,2020-07-29,4.12,12.0,KOTAKBANK
2020-09-14,1343.68,1313.05,2020-10-13,-2.28,29.0,KOTAKBANK
2021-01-14,1901.46,1990.0,2021-02-08,4.66,25.0,KOTAKBANK
2021-03-26,1793.92,1815.97,2021-04-29,1.23,34.0,KOTAKBANK
2021-06-25,1743.67,1760.15,2021-08-06,0.95,42.0,KOTAKBANK
2021-11-22,2054.22,1938.26,2022-01-11,-5.64,50.0,KOTAKBANK
2022-02-15,1764.78,1826.87,2022-04-05,3.52,49.0,KOTAKBANK
2022-04-20,1721.56,1813.88,2022-05-17,5.36,27.0,KOTAKBANK
2022-06-14,1744.28,1734.29,2022-07-11,-0.57,27.0,KOTAKBANK
2022-09-26,1845.18,1892.99,2022-10-24,2.59,28.0,KOTAKBANK
2022-12-09,1923.57,1774.18,2023-02-17,-7.77,70.0,KOTAKBANK
2023-03-14,1681.36,1748.36,2023-04-10,3.98,27.0,KOTAKBANK
2023-06-09,1871.31,1865.53,2023-07-12,-0.31,33.0,KOTAKBANK
2023-08-02,1849.75,1791.0,2023-09-11,-3.18,40.0,KOTAKBANK
2023-09-22,1766.79,1751.2,2023-11-17,-0.88,56.0,KOTAKBANK
2014-01-27,143.71,145.32,2014-03-12,1.12,44.0,TATACONSUM
2014-05-02,150.2,155.22,2014-05-23,3.34,21.0,TATACONSUM
2014-07-09,158.79,157.71,2014-08-22,-0.68,44.0,TATACONSUM
2014-10-17,153.51,163.98,2014-11-05,6.82,19.0,TATACONSUM
2014-11-26,154.82,162.88,2014-12-04,5.21,8.0,TATACONSUM
2014-12-15,152.86,155.57,2015-01-12,1.77,28.0,TATACONSUM
2015-02-09,152.26,163.18,2015-03-04,7.17,23.0,TATACONSUM
2015-03-23,150.55,160.84,2015-04-13,6.83,21.0,TATACONSUM
2015-04-28,142.31,135.42,2015-07-08,-4.84,71.0,TATACONSUM
2015-08-13,135.17,122.73,2015-09-23,-9.2,41.0,TATACONSUM
2015-11-06,127.43,135.72,2015-12-02,6.51,26.0,TATACONSUM
2016-01-14,132.76,115.97,2016-03-11,-12.65,57.0,TATACONSUM
2016-06-27,125.37,129.85,2016-06-30,3.57,3.0,TATACONSUM
2016-09-14,135.88,140.2,2016-09-27,3.18,13.0,TATACONSUM
2016-09-30,137.63,153.18,2016-10-06,11.3,6.0,TATACONSUM
2016-11-03,134.77,124.38,2016-12-16,-7.71,43.0,TATACONSUM
2016-12-27,117.58,124.13,2017-01-09,5.57,13.0,TATACONSUM
2017-03-14,140.9,146.26,2017-03-21,3.8,7.0,TATACONSUM
2017-05-19,150.25,154.27,2017-06-05,2.68,17.0,TATACONSUM
2017-08-10,162.66,181.59,2017-08-16,11.64,6.0,TATACONSUM
2018-01-30,302.45,280.89,2018-04-18,-7.13,78.0,TATACONSUM
2018-05-15,257.73,277.75,2018-06-15,7.77,31.0,TATACONSUM
2018-07-17,242.76,229.15,2018-10-19,-5.61,94.0,TATACONSUM
2018-11-01,219.09,219.3,2018-12-26,0.1,55.0,TATACONSUM
2019-01-23,212.56,197.81,2019-03-07,-6.94,43.0,TATACONSUM
2019-05-08,201.0,218.9,2019-05-17,8.91,9.0,TATACONSUM
2019-07-22,250.24,263.03,2019-08-05,5.11,14.0,TATACONSUM
2019-09-16,257.78,278.5,2019-09-27,8.04,11.0,TATACONSUM
2020-02-26,369.44,333.28,2020-04-17,-9.79,51.0,TATACONSUM
2020-09-22,506.97,505.21,2020-11-06,-0.35,45.0,TATACONSUM
2021-01-27,575.86,626.75,2021-02-16,8.84,20.0,TATACONSUM
2021-03-18,609.03,648.69,2021-04-05,6.51,18.0,TATACONSUM
2021-05-07,639.18,672.62,2021-06-03,5.23,27.0,TATACONSUM
2021-07-22,767.32,765.11,2021-07-28,-0.29,6.0,TATACONSUM
2021-07-29,758.77,779.53,2021-08-09,2.74,11.0,TATACONSUM
2021-09-27,841.29,764.16,2022-01-17,-9.17,112.0,TATACONSUM
2022-01-25,693.45,750.23,2022-03-16,8.19,50.0,TATACONSUM
2022-05-06,773.85,757.74,2022-07-11,-2.08,66.0,TATACONSUM
2022-08-16,771.14,840.77,2022-09-02,9.03,17.0,TATACONSUM
2022-09-26,782.89,785.4,2022-11-18,0.32,53.0,TATACONSUM
2022-12-26,782.89,723.66,2023-04-06,-7.57,101.0,TATACONSUM
2023-08-29,845.2,861.37,2023-09-07,1.91,9.0,TATACONSUM
2014-03-03,924.6,955.2,2014-05-06,3.31,64.0,APOLLOHOSP
2014-08-04,1005.75,1139.28,2014-08-14,13.28,10.0,APOLLOHOSP
2014-09-17,1122.74,1142.21,2014-11-05,1.73,49.0,APOLLOHOSP
2014-12-18,1154.74,1196.98,2015-01-19,3.66,32.0,APOLLOHOSP
2015-04-20,1322.58,1313.4,2015-05-21,-0.69,31.0,APOLLOHOSP
2015-08-24,1256.25,1417.58,2015-09-11,12.84,18.0,APOLLOHOSP
2015-10-28,1378.86,1381.06,2015-12-03,0.16,36.0,APOLLOHOSP
2016-01-12,1367.15,1499.37,2016-02-02,9.67,21.0,APOLLOHOSP
2016-02-15,1432.12,1481.56,2016-03-03,3.45,17.0,APOLLOHOSP
2016-03-16,1362.28,1361.06,2016-05-25,-0.09,70.0,APOLLOHOSP
2016-06-15,1338.66,1368.12,2016-07-11,2.2,26.0,APOLLOHOSP
2016-08-30,1345.9,1383.05,2016-10-19,2.76,50.0,APOLLOHOSP
2016-11-03,1306.4,1214.4,2017-01-30,-7.04,88.0,APOLLOHOSP
2017-03-22,1187.91,1238.73,2017-04-27,4.28,36.0,APOLLOHOSP
2017-05-26,1221.07,1301.96,2017-06-08,6.62,13.0,APOLLOHOSP
2017-07-10,1248.21,1291.51,2017-07-27,3.47,17.0,APOLLOHOSP
2017-08-10,1218.06,1104.45,2017-11-22,-9.33,104.0,APOLLOHOSP
2018-01-17,1145.7,1203.9,2018-02-02,5.08,16.0,APOLLOHOSP
2018-02-07,1165.5,1146.24,2018-02-19,-1.65,12.0,APOLLOHOSP
2018-03-14,1093.14,1122.86,2018-04-20,2.72,37.0,APOLLOHOSP
2018-05-10,1047.21,1037.49,2018-06-18,-0.93,39.0,APOLLOHOSP
2018-07-16,981.88,1056.69,2018-08-14,7.62,29.0,APOLLOHOSP
2018-09-21,1083.39,1119.97,2018-10-12,3.38,21.0,APOLLOHOSP
2019-02-11,1306.5,1262.65,2019-04-02,-3.36,50.0,APOLLOHOSP
2019-05-03,1200.52,1203.55,2019-05-31,0.25,28.0,APOLLOHOSP
2019-07-09,1309.77,1373.1,2019-07-18,4.84,9.0,APOLLOHOSP
2019-08-05,1310.22,1358.17,2019-08-16,3.66,11.0,APOLLOHOSP
2019-09-18,1424.08,1494.49,2019-10-22,4.94,34.0,APOLLOHOSP
2019-11-14,1400.97,1472.5,2019-12-06,5.11,22.0,APOLLOHOSP
2019-12-11,1386.9,1512.1,2020-01-16,9.03,36.0,APOLLOHOSP
2020-03-11,1637.14,1348.22,2020-06-04,-17.65,85.0,APOLLOHOSP
2020-09-08,1668.25,1768.21,2020-09-18,5.99,10.0,APOLLOHOSP
2020-11-11,2073.31,2263.62,2020-11-14,9.18,3.0,APOLLOHOSP
2021-03-26,2854.2,3119.13,2021-04-08,9.28,13.0,APOLLOHOSP
2021-09-28,4602.9,4416.41,2021-11-08,-4.05,41.0,APOLLOHOSP
2021-12-20,4803.9,4802.86,2022-03-02,-0.02,72.0,APOLLOHOSP
2022-04-04,4579.78,4825.7,2022-04-22,5.37,18.0,APOLLOHOSP
2022-05-02,4462.2,3898.41,2022-07-08,-12.63,67.0,APOLLOHOSP
2022-08-23,4044.92,4497.4,2022-09-13,11.19,21.0,APOLLOHOSP
2022-09-29,4318.94,4431.98,2022-10-28,2.62,29.0,APOLLOHOSP
2022-12-30,4572.75,4363.47,2023-02-10,-4.58,42.0,APOLLOHOSP
2023-03-17,4361.7,4387.95,2023-04-17,0.6,31.0,APOLLOHOSP
2023-08-02,5058.16,5004.8,2023-09-07,-1.05,36.0,APOLLOHOSP
2023-10-13,5013.89,5115.34,2023-11-06,2.02,24.0,APOLLOHOSP
2023-12-22,5537.55,,,,,APOLLOHOSP
2014-03-14,419.59,410.31,2014-05-16,-2.21,63.0,INFY
2014-05-20,383.03,412.93,2014-06-20,7.81,31.0,INFY
2014-10-13,488.59,493.15,2014-10-14,0.93,1.0,INFY
2014-12-09,498.17,492.52,2015-01-06,-1.13,28.0,INFY
2015-03-10,552.27,509.46,2015-06-02,-7.75,84.0,INFY
2015-06-16,499.66,549.74,2015-07-22,10.02,36.0,INFY
2015-08-26,547.62,550.96,2015-09-23,0.61,28.0,INFY
2015-11-17,542.7,548.94,2015-12-18,1.15,31.0,INFY
2016-01-13,531.14,571.13,2016-01-15,7.53,2.0,INFY
2016-02-15,550.87,584.86,2016-03-04,6.17,18.0,INFY
2016-06-13,591.34,520.38,2016-09-19,-12.0,98.0,INFY
2016-09-30,518.13,490.04,2016-12-09,-5.42,70.0,INFY
2017-01-10,490.94,487.55,2017-02-14,-0.69,35.0,INFY
2017-04-06,501.57,478.35,2017-05-19,-4.63,43.0,INFY
2017-06-12,474.03,485.04,2017-07-12,2.32,30.0,INFY
2017-08-09,486.24,506.41,2017-08-18,4.15,9.0,INFY
2017-08-21,464.31,457.7,2017-10-09,-1.42,49.0,INFY
2018-04-02,573.35,581.08,2018-04-23,1.35,21.0,INFY
2018-10-12,679.78,669.19,2018-12-04,-1.56,53.0,INFY
2018-12-27,656.01,726.25,2019-01-16,10.71,20.0,INFY
2019-03-08,726.56,755.21,2019-04-02,3.94,25.0,INFY
2019-05-07,724.0,732.82,2019-05-31,1.22,24.0,INFY
2019-07-08,720.03,773.12,2019-07-16,7.37,8.0,INFY
2019-08-14,778.98,791.92,2019-08-26,1.66,12.0,INFY
2019-09-24,768.82,709.43,2019-12-10,-7.72,77.0,INFY
2020-03-02,740.68,665.21,2020-04-24,-10.19,53.0,INFY
2020-08-26,945.96,974.6,2020-09-15,3.03,20.0,INFY
2021-02-01,1256.8,1328.33,2021-03-04,5.69,31.0,INFY
2021-05-14,1333.48,1397.18,2021-05-27,4.78,13.0,INFY
2021-09-30,1711.51,1804.93,2021-10-19,5.46,19.0,INFY
2021-11-01,1685.89,1792.69,2021-12-20,6.33,49.0,INFY
2022-01-24,1773.82,1782.05,2022-03-09,0.46,44.0,INFY
2022-04-08,1832.11,1507.42,2022-07-08,-17.72,91.0,INFY
2022-08-30,1480.47,1469.52,2022-10-17,-0.74,48.0,INFY
2022-12-12,1557.75,1537.03,2023-01-18,-1.33,37.0,INFY
2023-02-28,1523.18,1292.7,2023-05-23,-15.13,84.0,INFY
2023-06-26,1276.6,1323.35,2023-07-03,3.66,7.0,INFY
2023-10-03,1443.23,1460.56,2023-11-23,1.2,51.0,INFY
2014-01-22,481.24,495.51,2014-03-13,2.97,50.0,ASIANPAINT
2014-04-28,517.57,542.18,2014-05-14,4.75,16.0,ASIANPAINT
2014-06-02,506.87,546.55,2014-06-13,7.83,11.0,ASIANPAINT
2014-08-26,607.02,646.75,2014-09-08,6.55,13.0,ASIANPAINT
2014-09-26,621.09,672.02,2014-11-17,8.2,52.0,ASIANPAINT
2015-02-09,793.95,850.73,2015-04-09,7.15,59.0,ASIANPAINT
2015-04-27,778.87,758.19,2015-07-03,-2.66,67.0,ASIANPAINT
2015-08-26,855.25,855.6,2015-10-06,0.04,41.0,ASIANPAINT
2015-11-05,811.03,856.7,2015-11-26,5.63,21.0,ASIANPAINT
2016-01-14,867.82,898.49,2016-02-08,3.53,25.0,ASIANPAINT
2016-02-18,866.31,893.51,2016-03-14,3.14,25.0,ASIANPAINT
2016-06-27,975.1,1023.66,2016-07-12,4.98,15.0,ASIANPAINT
2016-08-29,1128.92,1154.05,2016-09-01,2.23,3.0,ASIANPAINT
2016-10-24,1166.96,910.42,2017-01-10,-21.98,78.0,ASIANPAINT
2017-04-19,1049.22,1099.38,2017-04-26,4.78,7.0,ASIANPAINT
2017-05-25,1101.03,1145.84,2017-07-24,4.07,60.0,ASIANPAINT
2017-08-24,1146.1,1168.33,2017-09-01,1.94,8.0,ASIANPAINT
2017-09-29,1135.65,1216.79,2017-10-25,7.14,26.0,ASIANPAINT
2017-11-08,1152.84,1157.18,2018-01-01,0.38,54.0,ASIANPAINT
2018-01-31,1133.64,1154.1,2018-03-16,1.8,44.0,ASIANPAINT
2018-03-21,1112.03,1153.2,2018-04-10,3.7,20.0,ASIANPAINT
2018-06-25,1274.34,1292.11,2018-07-03,1.39,8.0,ASIANPAINT
2018-08-27,1404.49,1245.74,2018-11-05,-11.3,70.0,ASIANPAINT
2018-12-11,1274.34,1382.95,2018-12-20,8.52,9.0,ASIANPAINT
2019-01-28,1381.87,1436.78,2019-02-04,3.97,7.0,ASIANPAINT
2019-02-19,1378.91,1426.83,2019-03-15,3.48,24.0,ASIANPAINT
2019-04-11,1416.75,1447.72,2019-06-04,2.19,54.0,ASIANPAINT
2019-07-01,1374.84,1401.95,2019-07-23,1.97,22.0,ASIANPAINT
2019-09-06,1531.62,1689.36,2019-09-23,10.3,17.0,ASIANPAINT
2019-11-19,1756.69,1769.91,2019-12-19,0.75,30.0,ASIANPAINT
2020-01-07,1719.55,1826.77,2020-01-16,6.24,9.0,ASIANPAINT
2020-03-04,1813.07,1749.46,2020-04-20,-3.51,47.0,ASIANPAINT
2020-05-13,1587.7,1715.38,2020-06-03,8.04,21.0,ASIANPAINT
2020-11-27,2180.85,2229.8,2020-12-02,2.24,5.0,ASIANPAINT
2021-01-27,2537.62,2447.7,2021-03-17,-3.54,49.0,ASIANPAINT
2021-07-16,3008.97,3114.35,2021-07-22,3.5,6.0,ASIANPAINT
2021-08-02,3000.53,3077.34,2021-08-24,2.56,22.0,ASIANPAINT
2021-10-01,3264.24,3233.6,2021-11-18,-0.94,48.0,ASIANPAINT
2021-12-07,3055.2,3257.63,2021-12-14,6.63,7.0,ASIANPAINT
2022-01-21,3316.55,3114.35,2022-02-24,-6.1,34.0,ASIANPAINT
2022-02-25,3120.52,3138.23,2022-04-07,0.57,41.0,ASIANPAINT
2022-05-18,3045.15,2886.89,2022-07-07,-5.2,50.0,ASIANPAINT
2022-08-30,3347.65,3433.74,2022-09-28,2.57,29.0,ASIANPAINT
2022-10-13,3246.25,3175.05,2022-12-01,-2.19,49.0,ASIANPAINT
2022-12-19,3077.31,2822.82,2023-02-21,-8.27,64.0,ASIANPAINT
2023-04-05,2773.8,2867.69,2023-04-24,3.38,19.0,ASIANPAINT
2023-08-08,3359.71,3306.38,2023-09-26,-1.59,49.0,ASIANPAINT
2023-09-29,3210.97,3134.25,2023-11-17,-2.39,49.0,ASIANPAINT
2014-02-03,36.74,38.89,2014-03-03,5.85,28.0,ADANIENT
2014-06-23,69.55,73.46,2014-08-12,5.62,50.0,ADANIENT
2014-09-25,74.71,73.66,2014-11-03,-1.41,39.0,ADANIENT
2014-11-27,70.04,73.36,2014-12-31,4.74,34.0,ADANIENT
2015-03-16,97.82,98.4,2015-04-16,0.59,31.0,ADANIENT
2015-06-02,98.28,52.1,2015-08-05,-46.99,64.0,ADANIENT
2015-08-25,41.62,44.3,2015-09-22,6.44,28.0,ADANIENT
2015-11-06,44.85,45.54,2015-12-28,1.54,52.0,ADANIENT
2016-01-18,40.41,36.81,2016-03-16,-8.91,58.0,ADANIENT
2016-05-11,40.5,42.89,2016-06-15,5.9,35.0,ADANIENT
2016-08-02,42.44,37.03,2016-12-01,-12.75,121.0,ADANIENT
2017-08-10,67.08,68.86,2017-10-24,2.65,75.0,ADANIENT
2017-12-05,78.12,86.69,2017-12-19,10.97,14.0,ADANIENT
2018-02-06,101.31,119.88,2018-02-15,18.33,9.0,ADANIENT
2018-03-07,100.16,95.89,2018-04-09,-4.26,33.0,ADANIENT
2018-05-03,83.83,81.27,2018-06-12,-3.05,40.0,ADANIENT
