buy_date,buy_price,sell_price,sell_date,returns,holding_period,stock
2023-02-13,212.56,222.78,2023-03-03,4.81,18.0,COALINDIA
2023-03-27,209.54,226.76,2023-04-13,8.22,17.0,COALINDIA
2023-06-02,229.64,231.09,2023-07-04,0.63,32.0,COALINDIA
2023-07-31,229.64,239.94,2023-08-02,4.49,2.0,COALINDIA
2014-01-30,413.86,426.35,2014-03-10,3.02,39.0,RELIANCE
2014-05-05,460.45,490.32,2014-05-12,6.49,7.0,RELIANCE
2014-06-17,526.7,507.61,2014-07-24,-3.62,37.0,RELIANCE
2014-09-17,490.27,483.88,2014-10-31,-1.3,44.0,RELIANCE
2014-12-02,478.87,446.01,2015-01-21,-6.86,50.0,RELIANCE
2015-02-24,425.23,441.06,2015-04-10,3.72,45.0,RELIANCE
2015-08-05,491.93,440.93,2015-10-07,-10.37,63.0,RELIANCE
2015-11-19,457.41,487.41,2015-11-27,6.56,8.0,RELIANCE
2016-01-22,494.82,497.76,2016-03-03,0.59,41.0,RELIANCE
2016-04-26,505.45,477.99,2016-06-13,-5.43,48.0,RELIANCE
2016-06-27,468.16,489.13,2016-07-07,4.48,10.0,RELIANCE
2016-10-28,522.67,502.93,2016-12-12,-3.78,45.0,RELIANCE
2017-01-18,518.99,518.73,2017-02-16,-0.05,29.0,RELIANCE
2017-05-08,662.05,684.59,2017-06-16,3.4,39.0,RELIANCE
2017-08-30,770.34,811.2,2017-09-07,5.3,8.0,RELIANCE
2017-09-29,788.24,866.69,2017-10-13,9.95,14.0,RELIANCE
2017-12-19,919.5,929.47,2018-01-10,1.08,22.0,RELIANCE
2018-02-05,890.03,919.32,2018-04-13,3.29,67.0,RELIANCE
2018-05-22,929.01,985.66,2018-06-13,6.1,22.0,RELIANCE
2018-09-21,1213.59,1116.65,2018-11-19,-7.99,59.0,RELIANCE
2018-12-12,1094.12,1132.32,2019-01-18,3.49,37.0,RELIANCE
2019-05-09,1283.08,1285.3,2019-08-14,0.17,97.0,RELIANCE
2019-09-20,1182.68,1265.58,2019-09-25,7.01,5.0,RELIANCE
2019-12-27,1520.22,1506.68,2020-01-21,-0.89,25.0,RELIANCE
2020-01-29,1467.51,1186.68,2020-04-13,-19.14,75.0,RELIANCE
2020-09-08,2102.46,2300.44,2020-09-11,9.42,3.0,RELIANCE
2020-10-20,2189.89,2011.29,2021-01-20,-8.16,92.0,RELIANCE
2021-01-28,1889.55,2106.41,2021-02-26,11.48,29.0,RELIANCE
2021-03-22,2081.35,2091.49,2021-05-31,0.49,70.0,RELIANCE
2021-06-28,2132.61,2119.3,2021-08-06,-0.62,39.0,RELIANCE
2021-11-02,2557.72,2438.94,2022-01-06,-4.64,65.0,RELIANCE
2022-01-27,2347.68,2431.78,2022-03-21,3.58,53.0,RELIANCE
2022-05-10,2507.47,2730.28,2022-06-03,8.89,24.0,RELIANCE
2022-06-21,2572.8,2559.64,2022-08-02,-0.51,42.0,RELIANCE
2022-09-05,2543.65,2528.3,2022-10-31,-0.6,56.0,RELIANCE
2022-11-29,2717.47,2698.94,2022-11-30,-0.68,1.0,RELIANCE
2022-12-26,2527.32,2341.24,2023-04-13,-7.36,108.0,RELIANCE
2023-07-25,2506.47,2341.14,2023-11-17,-6.6,115.0,RELIANCE
2014-09-17,218.5,232.08,2014-10-21,6.22,34.0,BPCL
2014-12-09,232.21,226.86,2015-01-09,-2.3,31.0,BPCL
2015-03-23,243.88,268.97,2015-04-01,10.29,9.0,BPCL
2015-04-28,246.9,263.04,2015-05-26,6.54,28.0,BPCL
2015-08-13,292.92,291.87,2015-09-29,-0.36,47.0,BPCL
2015-12-11,303.23,303.76,2016-01-07,0.17,27.0,BPCL
2016-01-14,295.13,302.08,2016-01-15,2.35,1.0,BPCL
2016-01-22,294.46,285.23,2016-03-18,-3.13,56.0,BPCL
2016-05-25,303.01,338.3,2016-05-30,11.65,5.0,BPCL
2016-09-14,382.97,416.71,2016-09-27,8.81,13.0,BPCL
2016-11-10,441.19,421.58,2016-12-30,-4.44,50.0,BPCL
2017-03-02,443.51,451.07,2017-04-10,1.7,39.0,BPCL
2017-05-22,469.67,500.15,2017-05-29,6.49,7.0,BPCL
2017-06-16,453.66,460.59,2017-07-14,1.53,28.0,BPCL
2017-09-25,490.14,511.18,2017-10-18,4.29,23.0,BPCL
2017-11-15,497.47,514.41,2017-12-12,3.41,27.0,BPCL
2018-01-05,493.45,403.77,2018-05-16,-18.17,131.0,BPCL
2018-05-24,377.88,407.85,2018-06-05,7.93,12.0,BPCL
2018-06-28,373.86,389.14,2018-07-31,4.09,33.0,BPCL
2018-08-14,384.41,373.37,2018-09-24,-2.87,41.0,BPCL
2018-10-05,299.54,300.49,2018-11-05,0.32,31.0,BPCL
2019-01-15,338.58,362.98,2019-03-06,7.21,50.0,BPCL
2019-04-05,355.37,386.51,2019-05-07,8.76,32.0,BPCL
2019-06-25,380.89,351.73,2019-09-04,-7.66,71.0,BPCL
2019-11-27,495.46,500.78,2020-02-06,1.07,71.0,BPCL
2020-02-28,441.09,364.92,2020-04-21,-17.27,53.0,BPCL
2020-05-12,312.05,354.87,2020-06-05,13.72,24.0,BPCL
2020-07-17,406.52,438.8,2020-07-20,7.94,3.0,BPCL
2020-09-08,402.5,428.84,2020-09-11,6.54,3.0,BPCL
2020-09-23,398.88,366.16,2020-11-06,-8.2,44.0,BPCL
2020-12-22,369.19,409.94,2021-01-14,11.04,23.0,BPCL
2021-01-29,391.85,420.09,2021-02-10,7.21,12.0,BPCL
2021-03-26,428.03,446.75,2021-05-10,4.37,45.0,BPCL
2021-06-25,470.74,463.52,2021-08-17,-1.53,53.0,BPCL
2021-09-17,443.2,457.7,2021-10-14,3.27,27.0,BPCL
2021-10-29,421.09,397.0,2022-01-10,-5.72,73.0,BPCL
2022-01-25,373.96,364.17,2022-03-24,-2.62,58.0,BPCL
2022-05-04,368.28,324.72,2022-07-11,-11.83,68.0,BPCL
2022-09-19,324.56,309.54,2022-11-09,-4.63,51.0,BPCL
2022-12-26,324.61,352.18,2023-01-12,8.49,17.0,BPCL
2023-02-02,336.17,349.25,2023-03-17,3.89,43.0,BPCL
2023-06-06,358.84,372.63,2023-06-13,3.84,7.0,BPCL
2023-08-07,364.81,363.37,2023-09-11,-0.39,35.0,BPCL
2023-10-04,343.06,359.15,2023-11-02,4.69,29.0,BPCL
2016-08-22,669.28,646.55,2016-10-26,-3.4,65.0,LTIM
2016-11-10,635.16,640.78,2016-12-01,0.88,21.0,LTIM
2017-01-24,682.39,696.75,2017-02-21,2.1,28.0,LTIM
2017-07-03,793.05,776.1,2017-09-22,-2.14,81.0,LTIM
2018-03-15,1366.8,1400.96,2018-04-04,2.5,20.0,LTIM
2018-09-24,1814.02,1750.2,2018-12-14,-3.52,81.0,LTIM
2019-02-21,1738.6,1700.36,2019-05-03,-2.2,71.0,LTIM
2019-06-21,1736.64,1840.75,2019-07-02,5.99,11.0,LTIM
2019-07-05,1667.04,1631.8,2019-08-13,-2.11,39.0,LTIM
2019-09-20,1575.74,1604.44,2019-10-22,1.82,32.0,LTIM
2019-12-04,1634.03,1700.55,2019-12-23,4.07,19.0,LTIM
2020-03-02,1910.56,1562.15,2020-05-04,-18.24,63.0,LTIM
2020-08-25,2355.27,2502.43,2020-08-31,6.25,6.0,LTIM
2020-09-24,2460.74,2834.76,2020-10-09,15.2,15.0,LTIM
2021-02-23,3819.85,4147.16,2021-03-12,8.57,17.0,LTIM
2021-04-29,3960.5,3949.16,2021-05-31,-0.29,32.0,LTIM
2021-11-30,6848.07,6871.47,2021-12-20,0.34,20.0,LTIM
2022-01-19,6733.5,6489.39,2022-03-09,-3.63,49.0,LTIM
2022-04-13,5944.57,4164.07,2022-07-19,-29.95,97.0,LTIM
2022-08-30,4562.7,4666.5,2022-10-17,2.27,48.0,LTIM
2022-12-08,4713.45,4467.55,2023-01-25,-5.22,48.0,LTIM
2023-03-15,4603.9,4815.8,2023-04-06,4.6,22.0,LTIM
2023-04-18,4384.66,4720.28,2023-05-17,7.65,29.0,LTIM
2023-07-13,4829.02,5173.01,2023-08-16,7.12,34.0,LTIM
2023-10-03,5220.97,5433.69,2023-10-20,4.07,17.0,LTIM
2023-11-02,5091.03,5512.3,2023-11-17,8.27,15.0,LTIM
2014-01-28,1723.57,1721.35,2014-03-10,-0.13,41.0,MARUTI
2014-05-06,1908.49,2069.6,2014-05-13,8.44,7.0,MARUTI
2014-10-17,2954.7,3155.14,2014-10-27,6.78,10.0,MARUTI
2015-02-10,3409.96,3699.41,2015-03-03,8.49,21.0,MARUTI
2015-04-22,3508.51,3819.8,2015-04-29,8.87,7.0,MARUTI
2015-08-26,4217.98,4485.46,2015-09-22,6.34,27.0,MARUTI
2015-10-13,4252.15,4626.25,2015-11-10,8.8,28.0,MARUTI
2015-12-11,4542.35,3630.76,2016-03-29,-20.07,109.0,MARUTI
2016-04-11,3454.18,3787.07,2016-04-25,9.64,14.0,MARUTI
2016-06-27,4081.3,4278.5,2016-07-12,4.83,15.0,MARUTI
2016-11-10,5533.03,5201.86,2016-12-12,-5.99,32.0,MARUTI
2017-03-09,5913.42,6084.43,2017-03-15,2.89,6.0,MARUTI
2017-07-11,7511.27,7537.08,2017-07-14,0.34,3.0,MARUTI
2017-08-14,7553.58,7848.56,2017-09-07,3.91,24.0,MARUTI
2017-09-29,7999.8,8083.33,2017-10-27,1.04,28.0,MARUTI
2018-01-17,9362.58,8945.05,2018-04-02,-4.46,75.0,MARUTI
2018-04-30,8833.95,8795.8,2018-06-04,-0.43,35.0,MARUTI
2018-08-03,9195.75,7014.7,2018-11-13,-23.72,102.0,MARUTI
2019-01-07,7346.55,7141.11,2019-03-13,-2.8,65.0,MARUTI
2019-03-22,6599.83,7182.86,2019-04-10,8.83,19.0,MARUTI
2019-05-03,6708.37,7031.66,2019-05-28,4.82,25.0,MARUTI
2019-06-18,6637.52,6191.89,2019-08-21,-6.71,64.0,MARUTI
2019-11-20,7155.6,7360.02,2019-12-24,2.86,34.0,MARUTI
2020-01-29,7045.05,5348.12,2020-05-29,-24.09,121.0,MARUTI
2020-09-22,6708.37,7004.8,2020-10-14,4.42,22.0,MARUTI
2020-11-11,6893.29,7044.6,2020-11-26,2.2,15.0,MARUTI
2021-02-01,7301.53,6765.01,2021-05-19,-7.35,107.0,MARUTI
2021-07-22,7338.51,6945.0,2021-09-20,-5.36,60.0,MARUTI
2021-11-29,7201.83,7586.73,2022-01-05,5.34,37.0,MARUTI
2022-02-25,8301.3,7770.95,2022-04-25,-6.39,59.0,MARUTI
2022-05-09,7237.51,7940.3,2022-05-30,9.71,21.0,MARUTI
2022-09-28,8763.6,9004.75,2022-10-27,2.75,29.0,MARUTI
2022-12-05,8888.22,8436.6,2023-01-19,-5.08,45.0,MARUTI
2023-02-23,8736.92,8584.91,2023-04-13,-1.74,49.0,MARUTI
2023-08-03,9646.84,9721.25,2023-08-31,0.77,28.0,MARUTI
2023-10-05,10232.86,10676.3,2023-10-16,4.33,11.0,MARUTI
2023-12-13,10411.8,,,,,MARUTI
2014-03-14,362.96,361.43,2014-04-23,-0.42,40.0,HCLTECH
2014-05-08,335.42,361.93,2014-05-29,7.9,21.0,HCLTECH
2014-10-20,384.41,411.93,2014-11-21,7.16,32.0,HCLTECH
2014-12-09,392.65,410.44,2015-01-19,4.53,41.0,HCLTECH
2015-03-20,492.42,479.57,2015-05-21,-2.61,62.0,HCLTECH
2015-06-10,459.79,470.19,2015-07-06,2.26,26.0,HCLTECH
2015-08-25,467.32,442.77,2015-10-01,-5.25,37.0,HCLTECH
2015-10-05,424.96,437.25,2015-11-09,2.89,35.0,HCLTECH
2016-01-08,416.07,430.74,2016-02-01,3.53,24.0,HCLTECH
2016-02-15,408.53,429.09,2016-04-20,5.03,65.0,HCLTECH
2016-04-29,398.98,378.65,2016-05-30,-5.1,31.0,HCLTECH
2016-06-29,359.64,376.86,2016-07-28,4.79,29.0,HCLTECH
2016-08-30,379.89,404.22,2016-10-04,6.4,35.0,HCLTECH
2016-10-28,389.01,408.94,2016-12-15,5.12,48.0,HCLTECH
2017-02-01,404.51,424.02,2017-02-22,4.82,21.0,HCLTECH
2017-04-11,419.59,417.9,2017-05-12,-0.4,31.0,HCLTECH
2017-06-19,421.85,422.92,2017-07-12,0.25,23.0,HCLTECH
2017-08-30,430.64,442.77,2017-09-18,2.82,19.0,HCLTECH
2017-10-27,437.2,442.23,2017-12-15,1.15,49.0,HCLTECH
2018-02-20,460.29,481.41,2018-03-13,4.59,21.0,HCLTECH
2018-03-26,480.99,480.73,2018-04-02,-0.05,7.0,HCLTECH
2018-05-04,463.78,454.19,2018-06-12,-2.07,39.0,HCLTECH
2018-10-09,535.92,497.5,2018-12-07,-7.17,59.0,HCLTECH
2018-12-10,482.37,482.1,2019-01-21,-0.06,42.0,HCLTECH
2019-03-11,506.02,542.27,2019-04-01,7.16,21.0,HCLTECH
2019-05-13,546.87,515.39,2019-08-08,-5.76,87.0,HCLTECH
2019-09-13,530.09,541.83,2019-10-15,2.21,32.0,HCLTECH
2019-11-26,566.07,570.63,2019-12-20,0.81,24.0,HCLTECH
2020-02-26,579.78,470.73,2020-04-27,-18.81,61.0,HCLTECH
2020-06-29,564.81,591.78,2020-07-08,4.78,9.0,HCLTECH
2020-11-04,816.26,861.77,2020-12-09,5.58,35.0,HCLTECH
2021-01-29,945.7,983.56,2021-03-12,4.0,42.0,HCLTECH
2021-04-27,935.65,935.3,2021-05-26,-0.04,29.0,HCLTECH
2021-07-08,979.87,1039.68,2021-07-16,6.1,8.0,HCLTECH
2021-10-19,1236.15,1211.91,2021-12-22,-1.96,64.0,HCLTECH
2022-01-20,1206.0,1192.21,2022-03-10,-1.14,49.0,HCLTECH
2022-04-12,1135.45,978.53,2022-08-18,-13.82,128.0,HCLTECH
2022-08-30,931.53,960.17,2022-10-07,3.07,38.0,HCLTECH
2022-12-12,1030.12,1055.69,2023-01-10,2.48,29.0,HCLTECH
2023-02-23,1110.32,1093.46,2023-05-15,-1.52,81.0,HCLTECH
2023-07-12,1125.3,1164.8,2023-08-14,3.51,33.0,HCLTECH
2023-10-13,1217.05,1259.67,2023-11-02,3.5,20.0,HCLTECH
2014-01-28,54.58,54.43,2014-03-07,-0.27,38.0,POWERGRID
2014-05-05,58.96,62.91,2014-05-13,6.7,8.0,POWERGRID
2014-08-04,74.06,76.85,2014-09-12,3.77,39.0,POWERGRID
2014-10-17,76.29,78.92,2014-10-22,3.45,5.0,POWERGRID
2014-11-26,78.3,77.24,2015-01-01,-1.35,36.0,POWERGRID
2015-03-16,82.28,85.52,2015-04-13,3.94,28.0,POWERGRID
2015-04-30,80.33,79.76,2015-06-02,-0.71,33.0,POWERGRID
2015-06-22,79.62,80.09,2015-07-23,0.59,31.0,POWERGRID
2015-08-11,79.14,76.12,2015-10-21,-3.82,71.0,POWERGRID
2015-10-30,72.64,76.17,2015-12-01,4.86,32.0,POWERGRID
2015-12-14,71.96,78.1,2015-12-22,8.53,8.0,POWERGRID
2016-01-20,76.09,82.78,2016-02-01,8.79,12.0,POWERGRID
2016-02-26,75.47,77.74,2016-03-30,3.01,33.0,POWERGRID
2016-05-12,80.22,83.39,2016-05-24,3.95,12.0,POWERGRID
2016-09-16,99.66,104.1,2016-11-11,4.46,56.0,POWERGRID
2016-12-26,103.08,105.25,2017-01-04,2.11,9.0,POWERGRID
2017-02-28,108.48,111.6,2017-04-03,2.88,34.0,POWERGRID
2017-05-23,114.73,118.09,2017-06-14,2.93,22.0,POWERGRID
2017-08-14,123.94,120.89,2017-10-25,-2.46,72.0,POWERGRID
2017-11-16,117.08,111.35,2018-04-04,-4.89,139.0,POWERGRID
2018-06-01,116.96,104.19,2018-08-02,-10.92,62.0,POWERGRID
2018-10-03,107.69,104.66,2018-11-13,-2.81,41.0,POWERGRID
2018-11-26,101.78,107.96,2018-12-18,6.07,22.0,POWERGRID
2019-01-16,108.82,105.22,2019-03-08,-3.31,51.0,POWERGRID
2019-04-22,109.78,107.18,2019-05-31,-2.37,39.0,POWERGRID
2019-08-06,113.4,106.65,2020-01-01,-5.95,148.0,POWERGRID
2020-02-03,102.27,109.73,2020-03-05,7.29,31.0,POWERGRID
2020-03-11,101.47,94.7,2020-04-20,-6.67,40.0,POWERGRID
2020-05-19,87.62,97.08,2020-06-08,10.8,20.0,POWERGRID
2020-07-17,91.38,100.46,2020-07-24,9.94,7.0,POWERGRID
2020-09-08,99.41,95.17,2020-10-26,-4.27,48.0,POWERGRID
2020-12-22,104.84,110.82,2021-01-07,5.7,16.0,POWERGRID
2021-01-29,106.67,115.58,2021-02-04,8.35,6.0,POWERGRID
2021-04-07,119.22,125.03,2021-05-12,4.87,35.0,POWERGRID
2021-07-29,128.89,137.46,2021-08-13,6.65,15.0,POWERGRID
2021-09-09,129.95,136.94,2021-09-29,5.38,20.0,POWERGRID
2021-10-29,140.88,144.21,2021-11-23,2.36,25.0,POWERGRID
2021-12-23,152.63,159.62,2022-01-21,4.58,29.0,POWERGRID
2022-02-16,149.69,161.15,2022-03-04,7.66,16.0,POWERGRID
2022-06-10,167.37,166.67,2022-08-03,-0.42,54.0,POWERGRID
2022-09-23,164.54,163.32,2022-10-25,-0.74,32.0,POWERGRID
2022-11-15,158.29,162.91,2023-01-18,2.92,64.0,POWERGRID
2023-06-01,175.59,180.59,2023-06-13,2.85,12.0,POWERGRID
2023-07-14,183.16,195.52,2023-08-01,6.75,18.0,POWERGRID
2014-03-18,207.28,221.9,2014-04-16,7.05,29.0,WIPRO
2014-04-23,200.87,198.52,2014-06-12,-1.17,50.0,WIPRO
2014-07-28,208.09,208.46,2014-08-26,0.18,29.0,WIPRO
2014-10-21,210.67,217.91,2014-11-26,3.44,36.0,WIPRO
2014-12-11,208.0,211.19,2015-01-14,1.53,34.0,WIPRO
2015-03-16,241.65,211.19,2015-05-21,-12.61,66.0,WIPRO
2015-06-15,202.01,208.91,2015-06-22,3.42,7.0,WIPRO
2015-08-25,207.04,220.07,2015-09-21,6.29,27.0,WIPRO
2015-10-19,219.3,218.2,2015-12-02,-0.5,44.0,WIPRO
2015-12-21,208.71,211.04,2016-02-01,1.12,42.0,WIPRO
2016-02-11,200.2,206.86,2016-03-21,3.33,39.0,WIPRO
2016-05-04,204.45,205.59,2016-05-31,0.56,27.0,WIPRO
2016-07-21,203.1,185.78,2016-10-20,-8.53,91.0,WIPRO
2016-10-28,174.0,172.16,2016-11-29,-1.06,32.0,WIPRO
2017-01-31,175.55,179.1,2017-02-27,2.02,27.0,WIPRO
2017-04-18,185.05,192.91,2017-05-17,4.25,29.0,WIPRO
2017-06-15,195.98,198.65,2017-07-11,1.36,26.0,WIPRO
2017-09-15,216.33,219.81,2017-10-13,1.61,28.0,WIPRO
2017-11-27,219.53,224.81,2017-12-26,2.41,29.0,WIPRO
2018-01-31,230.72,220.14,2018-03-14,-4.59,42.0,WIPRO
2018-03-26,214.52,223.73,2018-04-23,4.29,28.0,WIPRO
2018-05-04,205.4,203.69,2018-07-11,-0.83,68.0,WIPRO
2018-10-09,238.94,244.92,2018-10-31,2.5,22.0,WIPRO
2018-11-27,238.83,248.5,2018-12-05,4.05,8.0,WIPRO
2019-01-15,240.45,253.73,2019-01-21,5.52,6.0,WIPRO
2019-03-08,262.41,276.61,2019-04-10,5.41,33.0,WIPRO
2019-05-23,287.03,292.53,2019-06-06,1.92,14.0,WIPRO
2019-06-28,285.22,247.66,2019-10-17,-13.17,111.0,WIPRO
2019-11-22,244.52,247.36,2019-12-19,1.16,27.0,WIPRO
2020-01-28,247.13,202.48,2020-05-28,-18.07,121.0,WIPRO
2020-08-26,271.3,277.31,2020-09-04,2.22,9.0,WIPRO
2021-03-01,413.05,439.74,2021-04-08,6.46,38.0,WIPRO
2021-07-05,545.61,558.2,2021-07-15,2.31,10.0,WIPRO
2021-09-30,641.94,715.4,2021-10-18,11.44,18.0,WIPRO
2021-11-12,651.24,664.21,2021-12-20,1.99,38.0,WIPRO
2022-01-14,652.5,560.18,2022-03-07,-14.15,52.0,WIPRO
2022-04-08,588.93,426.81,2022-08-02,-27.53,116.0,WIPRO
2022-08-30,411.2,400.64,2022-11-14,-2.57,76.0,WIPRO
2022-12-21,392.85,394.02,2023-01-13,0.3,23.0,WIPRO
2023-02-24,397.93,376.31,2023-04-25,-5.43,60.0,WIPRO
2023-06-19,383.91,392.78,2023-07-14,2.31,25.0,WIPRO
2023-09-29,407.02,400.59,2023-11-21,-1.58,53.0,WIPRO
2017-11-02,650.29,685.55,2017-11-22,5.42,20.0,SBILIFE
2018-01-29,685.41,712.87,2018-02-05,4.01,7.0,SBILIFE
2018-03-07,660.28,677.6,2018-04-02,2.62,26.0,SBILIFE
2018-05-10,706.41,704.66,2018-06-12,-0.25,33.0,SBILIFE
2018-06-29,669.33,690.58,2018-07-30,3.17,31.0,SBILIFE
2018-09-18,645.21,560.73,2018-10-25,-13.09,37.0,SBILIFE
2018-12-11,558.93,595.01,2018-12-18,6.46,7.0,SBILIFE
2018-12-28,603.0,599.84,2019-01-07,-0.52,10.0,SBILIFE
2019-02-01,603.0,619.88,2019-03-12,2.8,39.0,SBILIFE
2019-05-15,627.12,672.57,2019-05-24,7.25,9.0,SBILIFE
2019-06-26,698.98,702.47,2019-06-27,0.5,1.0,SBILIFE
2019-09-26,802.24,841.77,2019-10-01,4.93,5.0,SBILIFE
2019-11-22,935.65,996.99,2019-12-23,6.56,31.0,SBILIFE
2020-02-04,916.56,753.02,2020-05-14,-17.84,100.0,SBILIFE
2020-08-17,849.22,828.84,2020-11-11,-2.4,86.0,SBILIFE
2020-12-23,859.78,902.42,2020-12-29,4.96,6.0,SBILIFE
2021-01-25,870.23,905.45,2021-03-05,4.05,39.0,SBILIFE
2021-06-21,977.86,1005.45,2021-06-23,2.82,2.0,SBILIFE
2021-10-21,1175.85,1190.02,2022-01-03,1.21,74.0,SBILIFE
2022-02-04,1199.97,1154.2,2022-04-11,-3.81,66.0,SBILIFE
2022-04-28,1073.84,1148.23,2022-05-31,6.93,33.0,SBILIFE
2022-06-23,1082.38,1137.29,2022-07-12,5.07,19.0,SBILIFE
2022-09-27,1272.33,1268.72,2022-11-02,-0.28,36.0,SBILIFE
2022-11-22,1238.86,1285.54,2022-12-02,3.77,10.0,SBILIFE
2022-12-26,1229.06,1299.82,2023-01-10,5.76,15.0,SBILIFE
2023-01-31,1249.92,1112.91,2023-04-12,-10.96,71.0,SBILIFE
2023-07-27,1301.47,1359.17,2023-08-09,4.43,13.0,SBILIFE
2023-09-27,1289.72,1353.15,2023-10-23,4.92,26.0,SBILIFE
2023-12-22,1421.07,,,,,SBILIFE
2014-01-21,234.14,235.81,2014-02-24,0.71,34.0,AXISBANK
2014-06-17,355.77,392.03,2014-07-17,10.19,30.0,AXISBANK
2014-09-26,376.87,416.9,2014-10-21,10.62,25.0,AXISBANK
2015-03-27,550.74,568.54,2015-05-04,3.23,38.0,AXISBANK
2015-07-29,566.12,528.35,2015-09-22,-6.67,55.0,AXISBANK
2015-10-29,487.42,406.95,2016-03-09,-16.51,132.0,AXISBANK
2016-06-27,509.94,547.25,2016-07-12,7.32,15.0,AXISBANK
2016-09-26,561.9,470.14,2017-01-16,-16.33,112.0,AXISBANK
2017-03-24,493.45,504.07,2017-04-13,2.15,20.0,AXISBANK
2017-04-25,503.5,521.38,2017-04-27,3.55,2.0,AXISBANK
2017-06-28,496.27,515.41,2017-07-19,3.86,21.0,AXISBANK
2017-08-08,510.24,515.36,2017-09-15,1.0,38.0,AXISBANK
2017-09-26,502.5,527.7,2017-10-16,5.01,20.0,AXISBANK
2017-10-19,466.22,531.33,2017-11-02,13.97,14.0,AXISBANK
2017-12-07,535.56,560.98,2018-01-01,4.75,25.0,AXISBANK
2018-02-06,545.71,547.35,2018-04-11,0.3,64.0,AXISBANK
2018-04-27,483.66,548.44,2018-05-14,13.39,17.0,AXISBANK
2018-06-18,532.9,537.0,2018-07-12,0.77,24.0,AXISBANK
2018-09-19,614.66,609.39,2018-11-02,-0.86,44.0,AXISBANK
2018-12-07,605.41,633.77,2018-12-20,4.68,13.0,AXISBANK
2019-04-25,757.77,785.75,2019-05-21,3.69,26.0,AXISBANK
2019-06-19,784.7,724.61,2019-09-24,-7.66,97.0,AXISBANK
2020-01-23,728.68,748.24,2020-02-12,2.68,20.0,AXISBANK
2020-03-02,712.85,405.56,2020-06-04,-43.11,94.0,AXISBANK
2020-09-10,438.63,451.03,2020-10-09,2.83,29.0,AXISBANK
2020-12-22,587.92,658.69,2021-01-06,12.04,15.0,AXISBANK
2021-01-29,674.35,715.65,2021-02-02,6.12,4.0,AXISBANK
2021-03-19,712.54,701.48,2021-04-30,-1.55,42.0,AXISBANK
2021-06-21,728.62,760.73,2021-06-28,4.41,7.0,AXISBANK
2021-07-28,738.47,780.98,2021-08-31,5.76,34.0,AXISBANK
2021-10-01,767.22,815.9,2021-10-19,6.34,18.0,AXISBANK
2021-11-01,758.77,703.96,2021-12-17,-7.22,46.0,AXISBANK
2022-02-25,746.01,759.18,2022-03-31,1.77,34.0,AXISBANK
2022-05-02,725.61,673.62,2022-06-06,-7.17,35.0,AXISBANK
2022-06-14,648.22,663.66,2022-07-08,2.38,24.0,AXISBANK
2022-09-28,737.57,799.48,2022-10-17,8.39,19.0,AXISBANK
2023-01-25,909.52,861.02,2023-04-18,-5.33,83.0,AXISBANK
2023-07-12,961.48,955.1,2023-07-28,-0.66,16.0,AXISBANK
2023-07-31,959.47,969.13,2023-08-25,1.01,25.0,AXISBANK
2023-10-20,993.94,1024.9,2023-11-13,3.11,24.0,AXISBANK
2014-01-28,144.32,146.51,2014-02-10,1.52,13.0,ADANIPORTS
2014-05-02,190.95,225.87,2014-05-14,18.29,12.0,ADANIPORTS
2014-09-18,281.4,285.96,2014-11-03,1.62,46.0,ADANIPORTS
2014-12-08,284.01,315.22,2014-12-31,10.99,23.0,ADANIPORTS
2015-02-06,312.66,328.85,2015-04-15,5.18,68.0,ADANIPORTS
2015-06-02,319.69,315.37,2015-07-06,-1.35,34.0,ADANIPORTS
2015-09-08,325.27,263.13,2016-01-04,-19.1,118.0,ADANIPORTS
2016-01-12,235.37,219.75,2016-03-03,-6.64,51.0,ADANIPORTS
2016-04-07,226.63,205.22,2016-06-03,-9.45,57.0,ADANIPORTS
2016-09-30,259.29,284.57,2016-10-21,9.75,21.0,ADANIPORTS
2016-11-21,263.36,284.57,2016-12-16,8.05,25.0,ADANIPORTS
2016-12-26,263.31,284.92,2017-01-09,8.21,14.0,ADANIPORTS
2017-03-03,294.46,325.17,2017-03-17,10.43,14.0,ADANIPORTS
2017-08-22,379.74,403.37,2017-09-15,6.22,24.0,ADANIPORTS
2017-09-28,374.41,405.01,2017-10-24,8.17,26.0,ADANIPORTS
2017-11-17,403.0,421.88,2018-01-08,4.68,52.0,ADANIPORTS
2018-02-06,396.97,383.32,2018-04-18,-3.44,71.0,ADANIPORTS
2018-05-23,381.7,383.47,2018-07-24,0.46,62.0,ADANIPORTS
2018-09-12,368.53,332.78,2018-11-05,-9.7,54.0,ADANIPORTS
2019-01-28,376.82,359.64,2019-03-13,-4.56,44.0,ADANIPORTS
2019-05-08,371.9,406.95,2019-05-21,9.42,13.0,ADANIPORTS
2019-06-21,404.16,371.13,2019-09-16,-8.17,87.0,ADANIPORTS
2019-11-04,391.95,380.79,2020-01-03,-2.85,60.0,ADANIPORTS
2020-02-03,365.82,272.58,2020-04-24,-25.49,81.0,ADANIPORTS
2020-07-13,337.93,331.83,2020-08-11,-1.81,29.0,ADANIPORTS
2020-09-10,347.73,360.74,2020-10-07,3.74,27.0,ADANIPORTS
2020-10-30,346.93,366.81,2020-11-06,5.73,7.0,ADANIPORTS
