MAHINDRA,WIPRO,INFOSYS,EXIDE,,,,,,,,,,,,,,,,,,,,,,
469.75,176.23,486.13,185.6,,,,,,,,,,,,,,,,,,,,,,
473.45,177,485.18,183.05,,,,,,,,,,,,,,,,,,,,,,
473.5,178.69,485.28,186.3,,,,,,,,,,,,,,,,,,,,,,
474.25,178.5,484.7,184.4,,,,,,,,,,,,,,,,,,,,,,
481.2,181.2,500.03,182.05,,,,,,,,,,,,,,,,,,,,,,
488.5,181.74,487.9,184.95,,,,,,,,,,,,,,,,,,,,,,
487.15,181.78,477.83,182.75,,,,,,,,,,,,,,,,,,,,,,
486.75,180.9,477.7,189.25,,,,,,,,,,,,,,,,,,,,,,
483.65,181.11,475.4,194.2,,,,,,,,,,,,,,,,,,,,,,
481.4,179.63,479.05,194.5,,,,,,,,,,,,,,,,,,,,,,
468.65,179.21,474.35,194.15,,,,,,,,,,,,,,,,,,,,,,
469.7,179.91,476.35,196.85,,,,,,,,,,,,,,,,,,,,,,
469.9,180.56,472.78,195,,,,,,,,,,,,,,,,,,,,,,
465.65,177.64,468.3,197.25,,,,,,,,,,,,,,,,,,,,,,
467.1,174.58,471.08,202.6,,,,,,,,,,,,,,,,,,,,,,
471.6,174.66,474.68,197.3,,,,,,,,,,,,,,,,,,,,,,
452.2,171.75,464.3,202.85,,,,,,,,,,,,,,,,,,,,,,
449.7,171,458.38,209.7,,,,,,,,,,,,,,,,,,,,,,
461.1,170.87,467.95,209.05,,,,,,,,,,,,,,,,,,,,,,
480.45,171.66,468.05,208.1,,,,,,,,,,,,,,,,,,,,,,
477.5,172.91,467.63,207.75,,,,,,,,,,,,,,,,,,,,,,
470.85,171.96,471.13,209.3,,,,,,,,,,,,,,,,,,,,,,
474.6,172.69,468.25,207.6,,,,,,,,,,,,,,,,,,,,,,
485,174.75,473,207.9,,,,,,,,,,,,,,,,,,,,,,
499.9,175.97,484.15,215.5,,,,,,,,,,,,,,,,,,,,,,
499.65,177.92,492.18,213.7,,,,,,,,,,,,,,,,,,,,,,
504.6,178.76,493.85,208.6,,,,,,,,,,,,,,,,,,,,,,
495.65,178.01,490.9,210.45,,,,,,,,,,,,,,,,,,,,,,
504.5,180.3,506.05,210.1,,,,,,,,,,,,,,,,,,,,,,
503.5,178.26,500.05,215.3,,,,,,,,,,,,,,,,,,,,,,
499.95,178.37,505.13,215.15,,,,,,,,,,,,,,,,,,,,,,
507.9,178.43,506.8,213.05,,,,,,,,,,,,,,,,,,,,,,
507.95,177.94,495.08,212.55,,,,,,,,,,,,,,,,,,,,,,
503.65,182.29,504.43,208.65,,,,,,,,,,,,,,,,,,,,,,
499.8,183.66,506.2,211.85,,,,,,,,,,,,,,,,,,,,,,
499.4,183.3,506.2,212.5,,,,,,,,,,,,,,,,,,,,,,
499.75,183.21,512.58,213.2,,,,,,,,,,,,,,,,,,,,,,
499.9,183.83,511.65,210.95,,,,,,,,,,,,,,,,,,,,,,
503.7,185.19,515.6,212.75,,,,,,,,,,,,,,,,,,,,,,
499.95,184.46,516.95,214.15,,,,,,,,,,,,,,,,,,,,,,
499.95,185.68,509.9,211.6,,,,,,,,,,,,,,,,,,,,,,
491.9,185.66,503.9,212.15,,,,,,,,,,,,,,,,,,,,,,
488.95,181.69,505.78,214.35,,,,,,,,,,,,,,,,,,,,,,
475.8,182.64,510.93,216.45,,,,,,,,,,,,,,,,,,,,,,
479.85,188.01,517.4,220.85,,,,,,,,,,,,,,,,,,,,,,
479.65,185.55,505.98,222.1,,,,,,,,,,,,,,,,,,,,,,
481.1,187.71,514.42,219.15,,,,,,,,,,,,,,,,,,,,,,
484.25,189.09,520.15,218.55,,,,,,,,,,,,,,,,,,,,,,
481.9,186.56,510.75,219.5,,,,,,,,,,,,,,,,,,,,,,
476.95,186.99,516.42,214.65,,,,,,,,,,,,,,,,,,,,,,
475.4,187.71,513.85,215.85,,,,,,,,,,,,,,,,,,,,,,
482.15,191.25,520.23,215.65,,,,,,,,,,,,,,,,,,,,,,
474.15,192.47,515.7,213.65,,,,,,,,,,,,,,,,,,,,,,
468.8,189,514.42,216.55,,,,,,,,,,,,,,,,,,,,,,
455.7,190.33,517.58,219.8,,,,,,,,,,,,,,,,,,,,,,
458.25,192.09,515.92,220.55,,,,,,,,,,,,,,,,,,,,,,
461.2,193.48,512.75,224.35,,,,,,,,,,,,,,,,,,,,,,
459.15,193.39,511.13,230,,,,,,,,,,,,,,,,,,,,,,
453.1,190.16,504.4,228.65,,,,,,,,,,,,,,,,,,,,,,
446.95,191.49,497.98,227.25,,,,,,,,,,,,,,,,,,,,,,
446.9,193.01,499.8,224.85,,,,,,,,,,,,,,,,,,,,,,
443.2,191.96,490.78,227.1,,,,,,,,,,,,,,,,,,,,,,
443.05,189.15,476.7,233,,,,,,,,,,,,,,,,,,,,,,
445.2,191.31,483.58,227.65,,,,,,,,,,,,,,,,,,,,,,
437.65,187.78,484.43,227.35,,,,,,,,,,,,,,,,,,,,,,
429.95,185.78,465.7,230.75,,,,,,,,,,,,,,,,,,,,,,
421.95,184.61,462.45,225.2,,,,,,,,,,,,,,,,,,,,,,
418.9,185.25,461.33,233.8,,,,,,,,,,,,,,,,,,,,,,
414.3,186.84,459.6,238.45,,,,,,,,,,,,,,,,,,,,,,
420.5,187.41,463.65,234.45,,,,,,,,,,,,,,,,,,,,,,
427.65,184.22,461.85,235.65,,,,,,,,,,,,,,,,,,,,,,
429.25,184.33,463.28,235.85,,,,,,,,,,,,,,,,,,,,,,
438.15,185.36,464.68,230.25,,,,,,,,,,,,,,,,,,,,,,
427.05,184.07,457.13,227.6,,,,,,,,,,,,,,,,,,,,,,
424.95,186.02,462.63,229.85,,,,,,,,,,,,,,,,,,,,,,
416.95,185.34,459.48,230.9,,,,,,,,,,,,,,,,,,,,,,
418.15,185.59,461.3,222.3,,,,,,,,,,,,,,,,,,,,,,
419.85,186.17,467.15,236.6,,,,,,,,,,,,,,,,,,,,,,
419.1,187.48,468.83,241.95,,,,,,,,,,,,,,,,,,,,,,
413,187.24,465.75,239,,,,,,,,,,,,,,,,,,,,,,
421.15,188.36,472.75,237.25,,,,,,,,,,,,,,,,,,,,,,
426.2,190.84,473.33,247,,,,,,,,,,,,,,,,,,,,,,
430.4,187.37,471.83,247.5,,,,,,,,,,,,,,,,,,,,,,
434.75,189.24,472.05,244.85,,,,,,,,,,,,,,,,,,,,,,
442.25,190.14,482.13,245.8,,,,,,,,,,,,,,,,,,,,,,
442.6,189.86,475.78,244.7,,,,,,,,,,,,,,,,,,,,,,
443.75,193.26,477.5,243.2,,,,,,,,,,,,,,,,,,,,,,
430.85,191.46,476.4,239.85,,,,,,,,,,,,,,,,,,,,,,
422.3,197.03,480.88,238.15,,,,,,,,,,,,,,,,,,,,,,
416.15,194.91,478.98,230.8,,,,,,,,,,,,,,,,,,,,,,
412.35,195.45,480.73,227.05,,,,,,,,,,,,,,,,,,,,,,
415.75,197.4,478.65,222.15,,,,,,,,,,,,,,,,,,,,,,
417.15,196.88,477.4,227.8,,,,,,,,,,,,,,,,,,,,,,
426,201.17,491.65,233.35,,,,,,,,,,,,,,,,,,,,,,
429.15,202.13,497.85,228.45,,,,,,,,,,,,,,,,,,,,,,
379.45,200.48,492.58,227.35,,,,,,,,,,,,,,,,,,,,,,
388.3,201.06,498.1,230.25,,,,,,,,,,,,,,,,,,,,,,
390,200.81,488.53,228.05,,,,,,,,,,,,,,,,,,,,,,
397.7,202.93,485.7,227.2,,,,,,,,,,,,,,,,,,,,,,
399.6,206.87,484.73,227.4,,,,,,,,,,,,,,,,,,,,,,
402.75,208.33,479.38,223.95,,,,,,,,,,,,,,,,,,,,,,
408.65,210.21,489.68,223.55,,,,,,,,,,,,,,,,,,,,,,
399.9,206.03,480.65,224.3,,,,,,,,,,,,,,,,,,,,,,
397.4,204.71,478.23,223,,,,,,,,,,,,,,,,,,,,,,
386.8,201.36,474.3,224.3,,,,,,,,,,,,,,,,,,,,,,
397.3,197.38,481.93,227.65,,,,,,,,,,,,,,,,,,,,,,
393.4,194.25,478.9,226.05,,,,,,,,,,,,,,,,,,,,,,
396.7,192.68,479.3,220.95,,,,,,,,,,,,,,,,,,,,,,
393.65,195.64,476.05,221.95,,,,,,,,,,,,,,,,,,,,,,
390.3,191.44,470.13,226.2,,,,,,,,,,,,,,,,,,,,,,
389.45,190.91,464.93,225.25,,,,,,,,,,,,,,,,,,,,,,
394.35,190.69,471.78,225.25,,,,,,,,,,,,,,,,,,,,,,
390.95,191.93,471.68,219.05,,,,,,,,,,,,,,,,,,,,,,
386.95,191.29,470.08,216.4,,,,,,,,,,,,,,,,,,,,,,
380.7,192.64,471.63,212.75,,,,,,,,,,,,,,,,,,,,,,
380.1,192.41,463.53,216.8,,,,,,,,,,,,,,,,,,,,,,
392.25,193.8,462.35,218,,,,,,,,,,,,,,,,,,,,,,
388.85,194.48,465.1,220.5,,,,,,,,,,,,,,,,,,,,,,
382,193.76,467.78,223.5,,,,,,,,,,,,,,,,,,,,,,
381.25,194.7,475.95,226.25,,,,,,,,,,,,,,,,,,,,,,
377.7,195,481.08,228.3,,,,,,,,,,,,,,,,,,,,,,
377.15,193.35,475.45,228.45,,,,,,,,,,,,,,,,,,,,,,
376.3,193.31,473.5,229.95,,,,,,,,,,,,,,,,,,,,,,
380,193.28,467.7,229.25,,,,,,,,,,,,,,,,,,,,,,
384.1,201.19,478.53,224.15,,,,,,,,,,,,,,,,,,,,,,
385.2,197.4,487.68,226.35,,,,,,,,,,,,,,,,,,,,,,
387.3,197.85,486.18,226.35,,,,,,,,,,,,,,,,,,,,,,
389.25,198.04,488.53,222.8,,,,,,,,,,,,,,,,,,,,,,
388.95,194.89,486.03,221.5,,,,,,,,,,,,,,,,,,,,,,
391.85,200.14,492.03,221.2,,,,,,,,,,,,,,,,,,,,,,
391.3,201.75,492.8,218.25,,,,,,,,,,,,,,,,,,,,,,
396.75,203.33,489.93,218.15,,,,,,,,,,,,,,,,,,,,,,
391.5,201.86,484.73,216.65,,,,,,,,,,,,,,,,,,,,,,
394.7,214.54,490.05,215.3,,,,,,,,,,,,,,,,,,,,,,
399.05,218.66,495.28,216.7,,,,,,,,,,,,,,,,,,,,,,
391.1,217.16,496.93,217.25,,,,,,,,,,,,,,,,,,,,,,
389.35,217.01,497.03,214.9,,,,,,,,,,,,,,,,,,,,,,
377.25,217.28,485.53,216.45,,,,,,,,,,,,,,,,,,,,,,
381.3,216.79,498.68,217.5,,,,,,,,,,,,,,,,,,,,,,
385.85,216.34,505.6,223.8,,,,,,,,,,,,,,,,,,,,,,
402.45,221.1,502.78,221.95,,,,,,,,,,,,,,,,,,,,,,
402.05,220.35,496.68,222.15,,,,,,,,,,,,,,,,,,,,,,
407.15,216.83,492,215.8,,,,,,,,,,,,,,,,,,,,,,
409,217.05,491.88,215.7,,,,,,,,,,,,,,,,,,,,,,
406.35,215.81,484.13,214.25,,,,,,,,,,,,,,,,,,,,,,
398.25,215.55,481.93,207.2,,,,,,,,,,,,,,,,,,,,,,
393.85,214.88,484.68,199.95,,,,,,,,,,,,,,,,,,,,,,
404,216.11,490.63,203,,,,,,,,,,,,,,,,,,,,,,
402.8,217.28,493.85,207.95,,,,,,,,,,,,,,,,,,,,,,
402.2,216.38,490.73,206.95,,,,,,,,,,,,,,,,,,,,,,
419.95,217.46,487.6,213.3,,,,,,,,,,,,,,,,,,,,,,
424.4,216.26,510.43,208.95,,,,,,,,,,,,,,,,,,,,,,
428.85,216.08,461.63,201.35,,,,,,,,,,,,,,,,,,,,,,
431.1,215.78,436.7,197.15,,,,,,,,,,,,,,,,,,,,,,
439.35,217.69,437.7,198.85,,,,,,,,,,,,,,,,,,,,,,
430.2,217.5,446.4,202.55,,,,,,,,,,,,,,,,,,,,,,
427.7,217.05,456.08,200.05,,,,,,,,,,,,,,,,,,,,,,
427.75,218.03,470.5,195.55,,,,,,,,,,,,,,,,,,,,,,
431.75,218.06,463.73,196.4,,,,,,,,,,,,,,,,,,,,,,
425.75,218.4,463.33,196.85,,,,,,,,,,,,,,,,,,,,,,
428.15,224.33,457.48,204.25,,,,,,,,,,,,,,,,,,,,,,
423.4,222.34,459.98,203.55,,,,,,,,,,,,,,,,,,,,,,
416.1,222.98,450.1,204.6,,,,,,,,,,,,,,,,,,,,,,
427.85,222.94,450.95,207.8,,,,,,,,,,,,,,,,,,,,,,
424.6,222.9,447.8,207.6,,,,,,,,,,,,,,,,,,,,,,
426.05,224.21,447.88,219.65,,,,,,,,,,,,,,,,,,,,,,
430.8,225.38,442.15,221.7,,,,,,,,,,,,,,,,,,,,,,
441.5,225.86,439.35,226.05,,,,,,,,,,,,,,,,,,,,,,
441.4,223.58,442.03,217.85,,,,,,,,,,,,,,,,,,,,,,
440.8,221.93,441.88,220.45,,,,,,,,,,,,,,,,,,,,,,
441.4,212.59,446.2,217.9,,,,,,,,,,,,,,,,,,,,,,
444.3,214.31,454.13,224.45,,,,,,,,,,,,,,,,,,,,,,
445.1,216.98,454.55,225.7,,,,,,,,,,,,,,,,,,,,,,
447.75,216.94,456.13,222.1,,,,,,,,,,,,,,,,,,,,,,
448.9,218.93,456.35,217.6,,,,,,,,,,,,,,,,,,,,,,
460.25,218.93,454.78,209.45,,,,,,,,,,,,,,,,,,,,,,
458.4,220.84,449.15,208.4,,,,,,,,,,,,,,,,,,,,,,
451.95,218.93,447.68,205.6,,,,,,,,,,,,,,,,,,,,,,
447.35,217.69,452.95,203.1,,,,,,,,,,,,,,,,,,,,,,
449.95,216.23,449.9,203.15,,,,,,,,,,,,,,,,,,,,,,
454.45,214.43,448,205.95,,,,,,,,,,,,,,,,,,,,,,
457.85,210.19,449.95,207.5,,,,,,,,,,,,,,,,,,,,,,
463.3,212.21,451.78,205.8,,,,,,,,,,,,,,,,,,,,,,
465.05,212.06,449.8,204.15,,,,,,,,,,,,,,,,,,,,,,
450.95,212.7,451.53,205.45,,,,,,,,,,,,,,,,,,,,,,
456.85,214.95,460.08,203.4,,,,,,,,,,,,,,,,,,,,,,
463.3,215.1,461.95,208.45,,,,,,,,,,,,,,,,,,,,,,
466.3,215.25,467.73,203.55,,,,,,,,,,,,,,,,,,,,,,
467.25,217.99,465.35,206.05,,,,,,,,,,,,,,,,,,,,,,
474.2,220.09,463.65,204.95,,,,,,,,,,,,,,,,,,,,,,
476.1,218.93,465.05,204.9,,,,,,,,,,,,,,,,,,,,,,
473.8,218.03,469.5,208.6,,,,,,,,,,,,,,,,,,,,,,
473,217.39,465.25,208.7,,,,,,,,,,,,,,,,,,,,,,
458.45,221.06,462.18,206,,,,,,,,,,,,,,,,,,,,,,
459.7,219.08,463.88,206.05,,,,,,,,,,,,,,,,,,,,,,
463.1,222.68,469.75,207.3,,,,,,,,,,,,,,,,,,,,,,
454.8,222.6,463.25,209,,,,,,,,,,,,,,,,,,,,,,
468.1,224.18,467.65,206.8,,,,,,,,,,,,,,,,,,,,,,
477.25,226.73,473.68,203.1,,,,,,,,,,,,,,,,,,,,,,
476.4,222.71,473.18,204.55,,,,,,,,,,,,,,,,,,,,,,
485.55,219.94,472.05,208.75,,,,,,,,,,,,,,,,,,,,,,
482.05,220.54,460.93,211.9,,,,,,,,,,,,,,,,,,,,,,
488.5,220.16,463.53,208.75,,,,,,,,,,,,,,,,,,,,,,
467.95,219.94,461.45,204.85,,,,,,,,,,,,,,,,,,,,,,
463.45,220.91,463.33,203.05,,,,,,,,,,,,,,,,,,,,,,
460.45,224.89,464.35,200.95,,,,,,,,,,,,,,,,,,,,,,
470.5,226.69,477.75,198.15,,,,,,,,,,,,,,,,,,,,,,
489.9,226.8,476.15,202.3,,,,,,,,,,,,,,,,,,,,,,
490.25,226.88,477.25,200.85,,,,,,,,,,,,,,,,,,,,,,
491,226.99,481.03,201.5,,,,,,,,,,,,,,,,,,,,,,
490.1,223.95,475.98,199.5,,,,,,,,,,,,,,,,,,,,,,
487.9,223.88,474.55,196,,,,,,,,,,,,,,,,,,,,,,
496.55,222.38,475.9,197.65,,,,,,,,,,,,,,,,,,,,,,
499.9,223.24,494.2,200.95,,,,,,,,,,,,,,,,,,,,,,
484.55,221.36,485.48,201.25,,,,,,,,,,,,,,,,,,,,,,
476.8,220.76,480.28,203.3,,,,,,,,,,,,,,,,,,,,,,
493.85,220.5,483.13,202.6,,,,,,,,,,,,,,,,,,,,,,
482.6,220.73,483.15,205.2,,,,,,,,,,,,,,,,,,,,,,
489.6,220.16,495.63,206.6,,,,,,,,,,,,,,,,,,,,,,
494.1,219.53,504.78,206.35,,,,,,,,,,,,,,,,,,,,,,
498.75,221.1,499.38,207.35,,,,,,,,,,,,,,,,,,,,,,
499.7,221.14,492.35,206.55,,,,,,,,,,,,,,,,,,,,,,
496.55,223.99,491.35,205.05,,,,,,,,,,,,,,,,,,,,,,
489.25,218.93,488.05,204.85,,,,,,,,,,,,,,,,,,,,,,
472.9,217.05,479.4,203.8,,,,,,,,,,,,,,,,,,,,,,
472.8,217.46,492.68,202.55,,,,,,,,,,,,,,,,,,,,,,
465.4,212.59,492.18,202.45,,,,,,,,,,,,,,,,,,,,,,
472.25,211.88,495.15,201.85,,,,,,,,,,,,,,,,,,,,,,
496.5,210.68,499.93,206.4,,,,,,,,,,,,,,,,,,,,,,
496.1,212.18,500.93,204.8,,,,,,,,,,,,,,,,,,,,,,
500.65,217.05,502.65,204.35,,,,,,,,,,,,,,,,,,,,,,
501.2,215.85,505.25,204.55,,,,,,,,,,,,,,,,,,,,,,
503.6,215.4,501.88,204.15,,,,,,,,,,,,,,,,,,,,,,
514.25,216.45,506.55,204.8,,,,,,,,,,,,,,,,,,,,,,
500.75,217.28,511.45,207.6,,,,,,,,,,,,,,,,,,,,,,
494,221.85,508.3,214.3,,,,,,,,,,,,,,,,,,,,,,
495.35,219.3,501.98,215.05,,,,,,,,,,,,,,,,,,,,,,
492.95,222.38,507.93,221.2,,,,,,,,,,,,,,,,,,,,,,
490.65,223.31,511.03,220.3,,,,,,,,,,,,,,,,,,,,,,
493.45,226.2,519.67,220.7,,,,,,,,,,,,,,,,,,,,,,
493.4,227.18,517.8,219,,,,,,,,,,,,,,,,,,,,,,
503,229.95,517.13,219,,,,,,,,,,,,,,,,,,,,,,
497.05,231,516.63,223.35,,,,,,,,,,,,,,,,,,,,,,
504.05,235.69,521.03,219.75,,,,,,,,,,,,,,,,,,,,,,
503.1,237.41,516.78,221.7,,,,,,,,,,,,,,,,,,,,,,
513.95,239.03,514.85,223.35,,,,,,,,,,,,,,,,,,,,,,
519.45,232.46,510.65,222.1,,,,,,,,,,,,,,,,,,,,,,
522.55,233.74,507.7,227.1,,,,,,,,,,,,,,,,,,,,,,
525.45,232.16,506,225.7,,,,,,,,,,,,,,,,,,,,,,
536.3,233.36,518.03,225.1,,,,,,,,,,,,,,,,,,,,,,
533.85,237.9,520.67,223.4,,,,,,,,,,,,,,,,,,,,,,
542.1,245.03,526.13,223.8,,,,,,,,,,,,,,,,,,,,,,
551.7,240.83,537.9,224.2,,,,,,,,,,,,,,,,,,,,,,
550.75,239.1,539.23,232.1,,,,,,,,,,,,,,,,,,,,,,
543.75,236.25,540.58,228.3,,,,,,,,,,,,,,,,,,,,,,
557.65,248.96,561.42,226.5,,,,,,,,,,,,,,,,,,,,,,
554.9,244.28,576.05,222.25,,,,,,,,,,,,,,,,,,,,,,
552.65,244.01,576.35,221.2,,,,,,,,,,,,,,,,,,,,,,
552.9,246.71,571.73,223.6,,,,,,,,,,,,,,,,,,,,,,
569.5,241.16,575,222.5,,,,,,,,,,,,,,,,,,,,,,
588.25,236.44,588.55,232.65,,,,,,,,,,,,,,,,,,,,,,
603.15,235.46,592.9,227.1,,,,,,,,,,,,,,,,,,,,,,
598.45,233.96,587.7,224.95,,,,,,,,,,,,,,,,,,,,,,
604.8,233.36,591.45,225.45,,,,,,,,,,,,,,,,,,,,,,
602.95,230.48,585.33,223.35,,,,,,,,,,,,,,,,,,,,,,
612.65,228.53,575.13,219.75,,,,,,,,,,,,,,,,,,,,,,
611.05,225.56,572.3,211.75,,,,,,,,,,,,,,,,,,,,,,
619.45,225.45,571.63,204.85,,,,,,,,,,,,,,,,,,,,,,
629.05,224.06,569.1,203.35,,,,,,,,,,,,,,,,,,,,,,
606.7,220.99,553.88,204.2,,,,,,,,,,,,,,,,,,,,,,
603.1,217.01,554.53,209.85,,,,,,,,,,,,,,,,,,,,,,
608.25,217.35,567.13,208.25,,,,,,,,,,,,,,,,,,,,,,
595.25,213.75,554.58,213.05,,,,,,,,,,,,,,,,,,,,,,
590.35,216.71,551.4,212.5,,,,,,,,,,,,,,,,,,,,,,
611.5,220.09,548.88,214.3,,,,,,,,,,,,,,,,,,,,,,
605.65,219.38,557.23,211.45,,,,,,,,,,,,,,,,,,,,,,
584.35,218.25,564.03,209.8,,,,,,,,,,,,,,,,,,,,,,
572.45,217.46,565.88,210.95,,,,,,,,,,,,,,,,,,,,,,
574.2,218.59,568.48,211,,,,,,,,,,,,,,,,,,,,,,
595.2,219.15,573.7,206.75,,,,,,,,,,,,,,,,,,,,,,
602.6,219.49,580.38,210.05,,,,,,,,,,,,,,,,,,,,,,
621.45,221.25,577.83,210.8,,,,,,,,,,,,,,,,,,,,,,
612.45,218.7,569.3,209.1,,,,,,,,,,,,,,,,,,,,,,
610.55,218.81,575.1,207.4,,,,,,,,,,,,,,,,,,,,,,
612.65,219.6,586.3,209.6,,,,,,,,,,,,,,,,,,,,,,
611.9,219.38,580.38,206.9,,,,,,,,,,,,,,,,,,,,,,
630.85,218.21,577.95,208.1,,,,,,,,,,,,,,,,,,,,,,
617.25,215.21,575.67,205.25,,,,,,,,,,,,,,,,,,,,,,
609.05,214.01,572.05,209.15,,,,,,,,,,,,,,,,,,,,,,
607.2,213.9,578.33,210,,,,,,,,,,,,,,,,,,,,,,
619.2,213.79,581.7,213.1,,,,,,,,,,,,,,,,,,,,,,
619.55,218.03,592.88,214.5,,,,,,,,,,,,,,,,,,,,,,
619.15,222.45,591.9,214.6,,,,,,,,,,,,,,,,,,,,,,
639.1,220.39,590.4,217.55,,,,,,,,,,,,,,,,,,,,,,
631.85,220.05,591.25,213.65,,,,,,,,,,,,,,,,,,,,,,
634.7,221.81,585.95,210.2,,,,,,,,,,,,,,,,,,,,,,
609.9,216.49,573.38,212.3,,,,,,,,,,,,,,,,,,,,,,
633.4,220.2,582.28,216.9,,,,,,,,,,,,,,,,,,,,,,
625.85,221.44,583.75,217.4,,,,,,,,,,,,,,,,,,,,,,
619.05,216.34,580.65,216.2,,,,,,,,,,,,,,,,,,,,,,
623.35,213.49,583.8,222.65,,,,,,,,,,,,,,,,,,,,,,
620.4,205.5,577.63,220.95,,,,,,,,,,,,,,,,,,,,,,
621.65,205.54,577,222.85,,,,,,,,,,,,,,,,,,,,,,
638.7,210.86,565.9,228.8,,,,,,,,,,,,,,,,,,,,,,
640.3,217.24,568.58,232.95,,,,,,,,,,,,,,,,,,,,,,
615.95,212.93,570.23,230.95,,,,,,,,,,,,,,,,,,,,,,
606.3,211.2,562.1,236.15,,,,,,,,,,,,,,,,,,,,,,
617.35,214.69,573.78,239,,,,,,,,,,,,,,,,,,,,,,
618.2,212.96,563.5,238.3,,,,,,,,,,,,,,,,,,,,,,
614.85,213.79,555.63,235.7,,,,,,,,,,,,,,,,,,,,,,
626.45,214.5,556.7,241.15,,,,,,,,,,,,,,,,,,,,,,
633.35,214.28,562.13,237.25,,,,,,,,,,,,,,,,,,,,,,
652.8,215.14,581.3,240.45,,,,,,,,,,,,,,,,,,,,,,
671.55,220.61,585.73,243.6,,,,,,,,,,,,,,,,,,,,,,
668.7,217.43,566.6,242.3,,,,,,,,,,,,,,,,,,,,,,
668.3,213.56,562.6,242.8,,,,,,,,,,,,,,,,,,,,,,
656.8,219.49,562.98,244.05,,,,,,,,,,,,,,,,,,,,,,
665.2,219.34,566.42,242.9,,,,,,,,,,,,,,,,,,,,,,
700.5,223.54,589.23,244.85,,,,,,,,,,,,,,,,,,,,,,
702,223.01,593.85,241.8,,,,,,,,,,,,,,,,,,,,,,
682.7,215.21,577.25,244.3,,,,,,,,,,,,,,,,,,,,,,
686.4,215.36,580.17,243.4,,,,,,,,,,,,,,,,,,,,,,
691.1,211.01,588.23,248.2,,,,,,,,,,,,,,,,,,,,,,
670.5,207.11,592.6,248.3,,,,,,,,,,,,,,,,,,,,,,
670.6,209.06,599.75,248.55,,,,,,,,,,,,,,,,,,,,,,
662.55,206.66,598.53,248.1,,,,,,,,,,,,,,,,,,,,,,
652.95,203.59,591.28,248.6,,,,,,,,,,,,,,,,,,,,,,
662.65,202.43,586.55,262.3,,,,,,,,,,,,,,,,,,,,,,
657.4,206.06,591.5,267.45,,,,,,,,,,,,,,,,,,,,,,
653.35,204.56,582.78,261.45,,,,,,,,,,,,,,,,,,,,,,
654.1,202.69,585.35,259.65,,,,,,,,,,,,,,,,,,,,,,
663.6,202.84,584,261.45,,,,,,,,,,,,,,,,,,,,,,
666.45,204.49,590.38,258.75,,,,,,,,,,,,,,,,,,,,,,
667.25,204.26,594.65,256.95,,,,,,,,,,,,,,,,,,,,,,
670.65,203.25,597.28,255.2,,,,,,,,,,,,,,,,,,,,,,
672.7,206.03,594.98,258.35,,,,,,,,,,,,,,,,,,,,,,
675.8,208.76,591.45,254.25,,,,,,,,,,,,,,,,,,,,,,
692.95,201.68,591.6,246.75,,,,,,,,,,,,,,,,,,,,,,
685.35,198.64,589.75,248.35,,,,,,,,,,,,,,,,,,,,,,
686.4,198.71,596.92,248.6,,,,,,,,,,,,,,,,,,,,,,
697.45,197.59,592.45,243.35,,,,,,,,,,,,,,,,,,,,,,
711.35,198.26,610.5,257.9,,,,,,,,,,,,,,,,,,,,,,
702.75,198.45,614.15,261.4,,,,,,,,,,,,,,,,,,,,,,
675.25,197.48,607.2,257.85,,,,,,,,,,,,,,,,,,,,,,
677.85,197.25,608.35,262.85,,,,,,,,,,,,,,,,,,,,,,
687.25,195.64,605.85,259.7,,,,,,,,,,,,,,,,,,,,,,
712.35,196.43,615.9,255.35,,,,,,,,,,,,,,,,,,,,,,
701.15,195.45,610.4,255.35,,,,,,,,,,,,,,,,,,,,,,
698.3,195.11,619.7,252.9,,,,,,,,,,,,,,,,,,,,,,
701.25,191.44,610.42,257.2,,,,,,,,,,,,,,,,,,,,,,
691.75,194.44,618.73,256.3,,,,,,,,,,,,,,,,,,,,,,
701.85,198.45,626.23,258.45,,,,,,,,,,,,,,,,,,,,,,
706.95,198,630.03,252.65,,,,,,,,,,,,,,,,,,,,,,
714.2,198.3,631.2,252.55,,,,,,,,,,,,,,,,,,,,,,
709.1,199.84,629.25,253.7,,,,,,,,,,,,,,,,,,,,,,
713.8,201.6,637.4,251.7,,,,,,,,,,,,,,,,,,,,,,
698.8,199.8,619.85,251.05,,,,,,,,,,,,,,,,,,,,,,
707.25,200.18,640.63,252,,,,,,,,,,,,,,,,,,,,,,
710.55,199.31,633.7,249.05,,,,,,,,,,,,,,,,,,,,,,
695.75,195.75,620.8,253.6,,,,,,,,,,,,,,,,,,,,,,
690.55,194.78,621.58,252,,,,,,,,,,,,,,,,,,,,,,
685.3,193.99,623.28,251.25,,,,,,,,,,,,,,,,,,,,,,
691.15,193.69,623.92,250.8,,,,,,,,,,,,,,,,,,,,,,
696.15,193.13,636.23,251.95,,,,,,,,,,,,,,,,,,,,,,
687.85,193.2,638.92,247.95,,,,,,,,,,,,,,,,,,,,,,
714.25,192.04,635,248.6,,,,,,,,,,,,,,,,,,,,,,
664.25,192.83,644.8,258.3,,,,,,,,,,,,,,,,,,,,,,
655.45,196.13,653.6,257.4,,,,,,,,,,,,,,,,,,,,,,
657.2,195.45,667.35,262.35,,,,,,,,,,,,,,,,,,,,,,
