MAHINDRA,WIPRO,INFOSYS,EXIDE,,,,,,,,,,,,,,,,,,,,,,
464.55,206.27,491.65,149.4,,,,,,,,,,,,,,,,,,,,,,
471.4,207.68,490.25,150.35,,,,,,,,,,,,,,,,,,,,,,
470.3,207.28,478.75,152.1,,,,,,,,,,,,,,,,,,,,,,
474.3,204.34,469,152.75,,,,,,,,,,,,,,,,,,,,,,
474,205.74,468.75,152.05,,,,,,,,,,,,,,,,,,,,,,
475.8,209.87,475.08,154.25,,,,,,,,,,,,,,,,,,,,,,
476.9,212.03,485.63,152.05,,,,,,,,,,,,,,,,,,,,,,
479.95,216.66,492,152.5,,,,,,,,,,,,,,,,,,,,,,
491.8,215.74,494.53,153.15,,,,,,,,,,,,,,,,,,,,,,
502.15,213.13,500.93,154.9,,,,,,,,,,,,,,,,,,,,,,
500.8,213.23,500.63,155,,,,,,,,,,,,,,,,,,,,,,
509.4,216.23,556.33,153.1,,,,,,,,,,,,,,,,,,,,,,
510.15,219.23,551.58,152.55,,,,,,,,,,,,,,,,,,,,,,
500.05,220.89,549,152.95,,,,,,,,,,,,,,,,,,,,,,
511.05,212.53,543.8,150.65,,,,,,,,,,,,,,,,,,,,,,
519.55,210.62,532.65,144.8,,,,,,,,,,,,,,,,,,,,,,
523.55,208.74,531.42,141.7,,,,,,,,,,,,,,,,,,,,,,
525.55,211.82,542.7,142.8,,,,,,,,,,,,,,,,,,,,,,
524.35,210.75,535,143.85,,,,,,,,,,,,,,,,,,,,,,
530.7,213.69,538.53,146.25,,,,,,,,,,,,,,,,,,,,,,
523.6,213.9,539.48,149.85,,,,,,,,,,,,,,,,,,,,,,
542.05,209.94,528.63,155.5,,,,,,,,,,,,,,,,,,,,,,
550.6,215.76,543.17,154.75,,,,,,,,,,,,,,,,,,,,,,
533.9,214.35,543.48,156.25,,,,,,,,,,,,,,,,,,,,,,
535.15,213.41,547.8,159.15,,,,,,,,,,,,,,,,,,,,,,
530.95,211.29,543,158.75,,,,,,,,,,,,,,,,,,,,,,
540.65,212.31,554.58,159.45,,,,,,,,,,,,,,,,,,,,,,
541.9,212.61,557.5,156.05,,,,,,,,,,,,,,,,,,,,,,
551.3,214.2,579,159.6,,,,,,,,,,,,,,,,,,,,,,
555.05,215.72,574.63,162,,,,,,,,,,,,,,,,,,,,,,
551.9,215.94,571.08,164.35,,,,,,,,,,,,,,,,,,,,,,
562.45,214.18,582.17,160.65,,,,,,,,,,,,,,,,,,,,,,
560.3,219.28,587.78,160.75,,,,,,,,,,,,,,,,,,,,,,
558.9,216.28,567.28,154.3,,,,,,,,,,,,,,,,,,,,,,
563.05,216,574.95,147.55,,,,,,,,,,,,,,,,,,,,,,
523.65,204.13,546.03,153.3,,,,,,,,,,,,,,,,,,,,,,
528,202.99,542.83,152.9,,,,,,,,,,,,,,,,,,,,,,
507.3,206.61,532.3,156.75,,,,,,,,,,,,,,,,,,,,,,
519.55,206.76,541.4,154.1,,,,,,,,,,,,,,,,,,,,,,
516.3,211.35,555.53,153.6,,,,,,,,,,,,,,,,,,,,,,
515,214.43,547.2,148.35,,,,,,,,,,,,,,,,,,,,,,
512.3,211.56,544.5,148.8,,,,,,,,,,,,,,,,,,,,,,
536,207.84,549.73,149.15,,,,,,,,,,,,,,,,,,,,,,
540.4,212.68,549.67,147.8,,,,,,,,,,,,,,,,,,,,,,
529.3,207.75,536.98,147.1,,,,,,,,,,,,,,,,,,,,,,
538,207.04,529.38,148.1,,,,,,,,,,,,,,,,,,,,,,
537.2,211.35,529.4,149.05,,,,,,,,,,,,,,,,,,,,,,
533.4,210.41,544.35,150.4,,,,,,,,,,,,,,,,,,,,,,
533.8,207.04,540.23,148.1,,,,,,,,,,,,,,,,,,,,,,
525.05,209.66,545.38,148.7,,,,,,,,,,,,,,,,,,,,,,
525.8,214.37,549.88,149.1,,,,,,,,,,,,,,,,,,,,,,
540.9,214.16,550,148.75,,,,,,,,,,,,,,,,,,,,,,
544.15,217.71,550.83,147.6,,,,,,,,,,,,,,,,,,,,,,
561.5,222,552.23,153.25,,,,,,,,,,,,,,,,,,,,,,
567.5,222.08,552.33,152.7,,,,,,,,,,,,,,,,,,,,,,
557.8,223.46,553.73,152.45,,,,,,,,,,,,,,,,,,,,,,
556.1,221.53,558.13,159.4,,,,,,,,,,,,,,,,,,,,,,
567.35,226.14,570.28,155.95,,,,,,,,,,,,,,,,,,,,,,
573.4,222.36,552.78,152.4,,,,,,,,,,,,,,,,,,,,,,
570.4,220.61,560.92,155.65,,,,,,,,,,,,,,,,,,,,,,
557.35,224.19,580.98,152,,,,,,,,,,,,,,,,,,,,,,
563,224.91,586.53,152.7,,,,,,,,,,,,,,,,,,,,,,
569.9,225.11,590.88,152.7,,,,,,,,,,,,,,,,,,,,,,
564.75,224.76,577.3,158.8,,,,,,,,,,,,,,,,,,,,,,
566.3,220.82,566.6,155.8,,,,,,,,,,,,,,,,,,,,,,
563,221.18,566.08,152,,,,,,,,,,,,,,,,,,,,,,
561.2,222.13,583.7,152.25,,,,,,,,,,,,,,,,,,,,,,
562.75,218.98,561.45,150.75,,,,,,,,,,,,,,,,,,,,,,
561,219.51,549.7,150.4,,,,,,,,,,,,,,,,,,,,,,
548.05,218.59,548.8,150.85,,,,,,,,,,,,,,,,,,,,,,
545.3,216.41,548.67,152,,,,,,,,,,,,,,,,,,,,,,
545.8,216.36,548.45,155.75,,,,,,,,,,,,,,,,,,,,,,
541.6,216.58,555.98,155.8,,,,,,,,,,,,,,,,,,,,,,
548.1,214.43,562.98,160.75,,,,,,,,,,,,,,,,,,,,,,
539.45,216.69,569.2,158.8,,,,,,,,,,,,,,,,,,,,,,
540.1,212.91,574.95,162.2,,,,,,,,,,,,,,,,,,,,,,
542.65,213.39,576.08,161.4,,,,,,,,,,,,,,,,,,,,,,
538.8,215.66,574.7,160.95,,,,,,,,,,,,,,,,,,,,,,
549.55,216.75,576.6,156.05,,,,,,,,,,,,,,,,,,,,,,
549,215.48,572.53,149.5,,,,,,,,,,,,,,,,,,,,,,
539.15,214.82,567.73,152.55,,,,,,,,,,,,,,,,,,,,,,
556.05,215.68,565.6,149.1,,,,,,,,,,,,,,,,,,,,,,
556.75,215.34,572.75,147.45,,,,,,,,,,,,,,,,,,,,,,
542.9,214.89,568.4,144.9,,,,,,,,,,,,,,,,,,,,,,
534.95,214.07,561.45,142.95,,,,,,,,,,,,,,,,,,,,,,
533.45,213.73,569.15,144.7,,,,,,,,,,,,,,,,,,,,,,
532.4,210.09,567.3,141.75,,,,,,,,,,,,,,,,,,,,,,
524.95,208.52,551.92,145.1,,,,,,,,,,,,,,,,,,,,,,
520.05,206.81,550.4,147.25,,,,,,,,,,,,,,,,,,,,,,
515.95,207.56,540.1,147,,,,,,,,,,,,,,,,,,,,,,
523.5,208.44,530.75,147.3,,,,,,,,,,,,,,,,,,,,,,
516.7,207.88,510,149.1,,,,,,,,,,,,,,,,,,,,,,
534.4,208.78,523.9,148.8,,,,,,,,,,,,,,,,,,,,,,
534.9,213.64,526.2,148.9,,,,,,,,,,,,,,,,,,,,,,
539,213.79,526.85,148.8,,,,,,,,,,,,,,,,,,,,,,
537.55,211.44,520.58,148.65,,,,,,,,,,,,,,,,,,,,,,
529.6,213.56,526.2,148.45,,,,,,,,,,,,,,,,,,,,,,
534.3,213.73,533.17,147.75,,,,,,,,,,,,,,,,,,,,,,
533,213.73,533,146,,,,,,,,,,,,,,,,,,,,,,
542.15,218.23,539.5,145.1,,,,,,,,,,,,,,,,,,,,,,
540,216.66,530.35,143,,,,,,,,,,,,,,,,,,,,,,
542.6,214.71,528.88,141.3,,,,,,,,,,,,,,,,,,,,,,
536.35,213.49,524.53,141,,,,,,,,,,,,,,,,,,,,,,
544.65,216.02,523.13,139.7,,,,,,,,,,,,,,,,,,,,,,
530.7,212.51,522.2,137.55,,,,,,,,,,,,,,,,,,,,,,
527.35,211.99,514.1,139.35,,,,,,,,,,,,,,,,,,,,,,
538.75,211.91,523.67,139.95,,,,,,,,,,,,,,,,,,,,,,
536.95,212.21,526.4,140.95,,,,,,,,,,,,,,,,,,,,,,
543.65,212.64,534.75,143.55,,,,,,,,,,,,,,,,,,,,,,
519.95,209.59,538.78,143.95,,,,,,,,,,,,,,,,,,,,,,
523.35,208.11,547.92,145.15,,,,,,,,,,,,,,,,,,,,,,
530,208.54,553.55,145.25,,,,,,,,,,,,,,,,,,,,,,
523.25,207.83,541.58,145.55,,,,,,,,,,,,,,,,,,,,,,
521.85,208.44,551.73,144.3,,,,,,,,,,,,,,,,,,,,,,
519.55,208.29,541.88,142.95,,,,,,,,,,,,,,,,,,,,,,
518.05,208.61,550.42,145.1,,,,,,,,,,,,,,,,,,,,,,
516.95,208.95,548.17,146.3,,,,,,,,,,,,,,,,,,,,,,
518.8,210.54,552.38,146.5,,,,,,,,,,,,,,,,,,,,,,
518.95,211.52,552.35,147,,,,,,,,,,,,,,,,,,,,,,
525.15,209.29,543.15,146.45,,,,,,,,,,,,,,,,,,,,,,
521.65,209.96,552.7,147.45,,,,,,,,,,,,,,,,,,,,,,
520.05,208.67,552.63,144.75,,,,,,,,,,,,,,,,,,,,,,
516.4,209.14,539.45,142.35,,,,,,,,,,,,,,,,,,,,,,
521.9,208.84,537.03,141.85,,,,,,,,,,,,,,,,,,,,,,
525.1,208.16,534.67,139.25,,,,,,,,,,,,,,,,,,,,,,
510.8,206.19,525.4,142.35,,,,,,,,,,,,,,,,,,,,,,
522.15,208.43,531.65,139.7,,,,,,,,,,,,,,,,,,,,,,
507.3,201.54,527.85,139.1,,,,,,,,,,,,,,,,,,,,,,
506.1,205.29,524.03,138,,,,,,,,,,,,,,,,,,,,,,
504.45,204.94,541.7,138.45,,,,,,,,,,,,,,,,,,,,,,
514,204.47,566.5,134.7,,,,,,,,,,,,,,,,,,,,,,
520.55,203.66,569.95,129.85,,,,,,,,,,,,,,,,,,,,,,
517.4,205.18,565.95,127.7,,,,,,,,,,,,,,,,,,,,,,
512.5,203.25,569.83,125,,,,,,,,,,,,,,,,,,,,,,
507,203.46,560.63,119.95,,,,,,,,,,,,,,,,,,,,,,
507.35,206.55,568.53,125.05,,,,,,,,,,,,,,,,,,,,,,
514.25,206.29,568.13,124.9,,,,,,,,,,,,,,,,,,,,,,
514.55,205.14,568.83,121.3,,,,,,,,,,,,,,,,,,,,,,
503.05,207.21,569.25,118.3,,,,,,,,,,,,,,,,,,,,,,
500.05,205.22,564.8,120.25,,,,,,,,,,,,,,,,,,,,,,
501.4,211.05,582.45,123.25,,,,,,,,,,,,,,,,,,,,,,
497.6,213.06,586.67,122.15,,,,,,,,,,,,,,,,,,,,,,
474.45,212.72,587.78,119.05,,,,,,,,,,,,,,,,,,,,,,
472.2,209.18,578.85,122.1,,,,,,,,,,,,,,,,,,,,,,
469.45,209.98,589.88,124.75,,,,,,,,,,,,,,,,,,,,,,
475.1,209.21,587.35,126,,,,,,,,,,,,,,,,,,,,,,
468.2,204,572.92,128.5,,,,,,,,,,,,,,,,,,,,,,
448.25,201.09,553.83,127.55,,,,,,,,,,,,,,,,,,,,,,
440.4,199.2,554.28,126.65,,,,,,,,,,,,,,,,,,,,,,
431.95,193.95,539.33,125.05,,,,,,,,,,,,,,,,,,,,,,
429.5,195,539.4,129,,,,,,,,,,,,,,,,,,,,,,
430.3,197.16,545.88,126.25,,,,,,,,,,,,,,,,,,,,,,
422.85,197.48,539.58,124.25,,,,,,,,,,,,,,,,,,,,,,
429.55,197.61,548.92,128.85,,,,,,,,,,,,,,,,,,,,,,
429.4,202.99,561.7,126.95,,,,,,,,,,,,,,,,,,,,,,
440.5,205.26,563.63,129,,,,,,,,,,,,,,,,,,,,,,
431.7,203.53,563.33,126.3,,,,,,,,,,,,,,,,,,,,,,
428.6,202.48,561.95,127.95,,,,,,,,,,,,,,,,,,,,,,
422.05,200.23,562.67,126.4,,,,,,,,,,,,,,,,,,,,,,
416.3,200.19,555.15,129.1,,,,,,,,,,,,,,,,,,,,,,
417.75,198.94,560.58,127.85,,,,,,,,,,,,,,,,,,,,,,
415.55,195.09,542.03,128,,,,,,,,,,,,,,,,,,,,,,
432.25,200.79,562.73,131.7,,,,,,,,,,,,,,,,,,,,,,
455.55,202.33,578,131.85,,,,,,,,,,,,,,,,,,,,,,
461.75,203.51,584.65,132.1,,,,,,,,,,,,,,,,,,,,,,
451.25,201.36,585.33,130.6,,,,,,,,,,,,,,,,,,,,,,
448.85,203.04,581.73,132.5,,,,,,,,,,,,,,,,,,,,,,
464.15,201.81,589.25,133.55,,,,,,,,,,,,,,,,,,,,,,
466.15,200.94,571.25,131.85,,,,,,,,,,,,,,,,,,,,,,
458.05,202.13,571.5,136.7,,,,,,,,,,,,,,,,,,,,,,
470.2,202.82,570.6,135,,,,,,,,,,,,,,,,,,,,,,
460.3,199.95,567.2,134.9,,,,,,,,,,,,,,,,,,,,,,
465.8,201.92,576.23,134.85,,,,,,,,,,,,,,,,,,,,,,
486.75,202.2,580.88,136.55,,,,,,,,,,,,,,,,,,,,,,
492.45,206.72,596.7,135.65,,,,,,,,,,,,,,,,,,,,,,
490.1,208.67,597.45,136.25,,,,,,,,,,,,,,,,,,,,,,
484.2,207.32,594.98,135.85,,,,,,,,,,,,,,,,,,,,,,
479.9,208.41,603.9,136.05,,,,,,,,,,,,,,,,,,,,,,
474.7,208.56,602.45,134.55,,,,,,,,,,,,,,,,,,,,,,
467.6,207.43,598.63,138.2,,,,,,,,,,,,,,,,,,,,,,
472.85,210.73,602.98,139.35,,,,,,,,,,,,,,,,,,,,,,
474.95,211.59,609.15,141.45,,,,,,,,,,,,,,,,,,,,,,
463.1,210.81,602.73,141.6,,,,,,,,,,,,,,,,,,,,,,
470.55,212.34,621.85,134.85,,,,,,,,,,,,,,,,,,,,,,
462.25,209.63,609.9,135.7,,,,,,,,,,,,,,,,,,,,,,
453,209.33,600.35,134.5,,,,,,,,,,,,,,,,,,,,,,
444.45,206.93,590.75,134.2,,,,,,,,,,,,,,,,,,,,,,
455.85,206.08,582.88,134.45,,,,,,,,,,,,,,,,,,,,,,
469.6,212.16,591.95,135.45,,,,,,,,,,,,,,,,,,,,,,
464.45,213.58,591.1,134.35,,,,,,,,,,,,,,,,,,,,,,
471.4,219.34,586.35,133.45,,,,,,,,,,,,,,,,,,,,,,
476.7,220.73,619.35,136.9,,,,,,,,,,,,,,,,,,,,,,
483.55,225.47,621.8,137.4,,,,,,,,,,,,,,,,,,,,,,
476.35,209.57,613.15,143.25,,,,,,,,,,,,,,,,,,,,,,
479.9,209.23,605.63,144.15,,,,,,,,,,,,,,,,,,,,,,
472,207.17,607.92,147.6,,,,,,,,,,,,,,,,,,,,,,
475.5,207.92,616.08,149.5,,,,,,,,,,,,,,,,,,,,,,
479.25,210,620.08,146.85,,,,,,,,,,,,,,,,,,,,,,
480.15,207.41,604.58,147.25,,,,,,,,,,,,,,,,,,,,,,
486.15,207.88,604.05,143.65,,,,,,,,,,,,,,,,,,,,,,
477.2,205.69,600.53,144.5,,,,,,,,,,,,,,,,,,,,,,
467.2,203.94,588.9,139.45,,,,,,,,,,,,,,,,,,,,,,
466.95,202.5,594.42,141.8,,,,,,,,,,,,,,,,,,,,,,
479.35,203.66,596.23,144.9,,,,,,,,,,,,,,,,,,,,,,
473.05,199.91,590.75,147,,,,,,,,,,,,,,,,,,,,,,
478.6,202.13,599.53,148.05,,,,,,,,,,,,,,,,,,,,,,
482.7,201.99,606.4,147.85,,,,,,,,,,,,,,,,,,,,,,
473.9,201.68,600.92,148,,,,,,,,,,,,,,,,,,,,,,
481.2,203.36,605,146.65,,,,,,,,,,,,,,,,,,,,,,
479.8,202.37,603.63,147.5,,,,,,,,,,,,,,,,,,,,,,
486.95,202.8,607.5,148.2,,,,,,,,,,,,,,,,,,,,,,
483.8,202.56,607.13,151.35,,,,,,,,,,,,,,,,,,,,,,
484.75,202.33,604.92,150.1,,,,,,,,,,,,,,,,,,,,,,
484,203.61,602.88,153.3,,,,,,,,,,,,,,,,,,,,,,
475.85,203.78,600.8,153.1,,,,,,,,,,,,,,,,,,,,,,
476.45,202.44,594,151.8,,,,,,,,,,,,,,,,,,,,,,
480.25,201.62,593.88,156.95,,,,,,,,,,,,,,,,,,,,,,
528.5,204.79,604.33,156.05,,,,,,,,,,,,,,,,,,,,,,
542.3,204.36,617.08,157.55,,,,,,,,,,,,,,,,,,,,,,
535.9,204.53,623.75,160.45,,,,,,,,,,,,,,,,,,,,,,
543.55,206.31,633.8,164.25,,,,,,,,,,,,,,,,,,,,,,
540.35,204.54,624.33,158.9,,,,,,,,,,,,,,,,,,,,,,
540,207.94,629.1,160.1,,,,,,,,,,,,,,,,,,,,,,
546.15,202.65,630.78,157.95,,,,,,,,,,,,,,,,,,,,,,
551.7,202.8,633.45,161.6,,,,,,,,,,,,,,,,,,,,,,
539.6,200.66,633.38,162.35,,,,,,,,,,,,,,,,,,,,,,
536.3,202.44,628.7,163.5,,,,,,,,,,,,,,,,,,,,,,
535.65,204.23,619.05,159.6,,,,,,,,,,,,,,,,,,,,,,
534.45,204.3,592.75,156.55,,,,,,,,,,,,,,,,,,,,,,
537.55,204.51,590.3,158.3,,,,,,,,,,,,,,,,,,,,,,
534.1,202.95,590.45,159.3,,,,,,,,,,,,,,,,,,,,,,
533.3,203.66,587.5,160.3,,,,,,,,,,,,,,,,,,,,,,
540.9,205.14,594.98,160.1,,,,,,,,,,,,,,,,,,,,,,
533.1,206.21,593,161.35,,,,,,,,,,,,,,,,,,,,,,
535.25,207.02,589.75,162,,,,,,,,,,,,,,,,,,,,,,
544.3,208.89,604.38,162.8,,,,,,,,,,,,,,,,,,,,,,
535,210.38,603.05,161.7,,,,,,,,,,,,,,,,,,,,,,
532.75,211.18,599.75,163.45,,,,,,,,,,,,,,,,,,,,,,
531.35,211.39,605.8,165.85,,,,,,,,,,,,,,,,,,,,,,
507.05,208.18,597.28,167.45,,,,,,,,,,,,,,,,,,,,,,
504.65,205.5,583.1,166.8,,,,,,,,,,,,,,,,,,,,,,
501,203.4,579.58,164.4,,,,,,,,,,,,,,,,,,,,,,
504.95,207.96,588.42,169.3,,,,,,,,,,,,,,,,,,,,,,
505.75,209.23,585.4,175.5,,,,,,,,,,,,,,,,,,,,,,
511.4,209.59,586.2,175,,,,,,,,,,,,,,,,,,,,,,
519.1,210.64,591.98,170.55,,,,,,,,,,,,,,,,,,,,,,
515.25,211.86,587.73,176,,,,,,,,,,,,,,,,,,,,,,
504.55,209.85,578.63,173.45,,,,,,,,,,,,,,,,,,,,,,
502.95,210.62,579.1,172.75,,,,,,,,,,,,,,,,,,,,,,
508.4,213.32,587.53,177.05,,,,,,,,,,,,,,,,,,,,,,
507.2,214.05,588.28,182.45,,,,,,,,,,,,,,,,,,,,,,
506.55,215.23,596.9,179.8,,,,,,,,,,,,,,,,,,,,,,
518.15,213.98,588.13,179.95,,,,,,,,,,,,,,,,,,,,,,
504.05,207.94,536.28,179.3,,,,,,,,,,,,,,,,,,,,,,
506.6,206.98,540.98,175.7,,,,,,,,,,,,,,,,,,,,,,
507.6,205.97,543.48,176.55,,,,,,,,,,,,,,,,,,,,,,
505.35,202.07,541.55,174.6,,,,,,,,,,,,,,,,,,,,,,
505.3,203.25,539.95,181.4,,,,,,,,,,,,,,,,,,,,,,
504.9,201.66,536.23,181.8,,,,,,,,,,,,,,,,,,,,,,
508.4,203.57,540.42,177.1,,,,,,,,,,,,,,,,,,,,,,
502.5,204.79,544.35,178.2,,,,,,,,,,,,,,,,,,,,,,
504.25,205.93,542.67,176.7,,,,,,,,,,,,,,,,,,,,,,
485.55,207.68,538.75,179.1,,,,,,,,,,,,,,,,,,,,,,
487.95,204.39,536.92,177.3,,,,,,,,,,,,,,,,,,,,,,
490.15,209.14,542.63,175.95,,,,,,,,,,,,,,,,,,,,,,
499.2,206.1,541.9,173.6,,,,,,,,,,,,,,,,,,,,,,
496.9,205.48,542.45,173.05,,,,,,,,,,,,,,,,,,,,,,
499.95,205.58,535.9,175.05,,,,,,,,,,,,,,,,,,,,,,
495.05,205.2,534,174.25,,,,,,,,,,,,,,,,,,,,,,
503.65,205.88,539.35,178.35,,,,,,,,,,,,,,,,,,,,,,
502.5,206.76,541.7,176.05,,,,,,,,,,,,,,,,,,,,,,
497.2,203.49,541.17,174.8,,,,,,,,,,,,,,,,,,,,,,
500.1,203.63,538.67,173.05,,,,,,,,,,,,,,,,,,,,,,
493.35,203.91,531.28,174.95,,,,,,,,,,,,,,,,,,,,,,
482.95,201.19,525.9,176,,,,,,,,,,,,,,,,,,,,,,
474.65,197.93,516.65,177.2,,,,,,,,,,,,,,,,,,,,,,
469.5,196.91,511.7,178.55,,,,,,,,,,,,,,,,,,,,,,
473.2,195.04,510.65,175.4,,,,,,,,,,,,,,,,,,,,,,
466.35,193.31,507.73,175,,,,,,,,,,,,,,,,,,,,,,
465.8,194.85,519.83,174.95,,,,,,,,,,,,,,,,,,,,,,
467.05,194.87,528.7,176.6,,,,,,,,,,,,,,,,,,,,,,
458.1,189,518.08,174.6,,,,,,,,,,,,,,,,,,,,,,
459.95,183.75,510.13,179.05,,,,,,,,,,,,,,,,,,,,,,
449.55,179.55,511.4,183.5,,,,,,,,,,,,,,,,,,,,,,
462.95,183.54,520.2,185.3,,,,,,,,,,,,,,,,,,,,,,
468.8,184.37,517.92,184.75,,,,,,,,,,,,,,,,,,,,,,
469.15,181.48,518.78,187.1,,,,,,,,,,,,,,,,,,,,,,
471.85,181.35,515.92,189.75,,,,,,,,,,,,,,,,,,,,,,
480.05,181.09,522.5,190.85,,,,,,,,,,,,,,,,,,,,,,
471.85,180.66,527.17,192.9,,,,,,,,,,,,,,,,,,,,,,
459.05,177.73,518.83,190.75,,,,,,,,,,,,,,,,,,,,,,
458.3,180.24,517.75,184.2,,,,,,,,,,,,,,,,,,,,,,
463.85,180.15,527,188.05,,,,,,,,,,,,,,,,,,,,,,
466.7,179.27,522.8,194.7,,,,,,,,,,,,,,,,,,,,,,
462.75,179.42,521.1,193.45,,,,,,,,,,,,,,,,,,,,,,
465.3,179.78,530.08,194.05,,,,,,,,,,,,,,,,,,,,,,
466.6,179.98,530.6,195.1,,,,,,,,,,,,,,,,,,,,,,
462.2,180.39,525.08,192.1,,,,,,,,,,,,,,,,,,,,,,
461.15,181.44,527.88,194.95,,,,,,,,,,,,,,,,,,,,,,
454.75,180.66,529.4,193.05,,,,,,,,,,,,,,,,,,,,,,
454.6,180.08,521.28,192.45,,,,,,,,,,,,,,,,,,,,,,
448.95,179.74,517.95,189,,,,,,,,,,,,,,,,,,,,,,
447.85,181.58,519.88,190.05,,,,,,,,,,,,,,,,,,,,,,
440.5,181.39,519.48,181.35,,,,,,,,,,,,,,,,,,,,,,
427.15,177.08,514.6,183,,,,,,,,,,,,,,,,,,,,,,
419.85,179.61,518.03,188.5,,,,,,,,,,,,,,,,,,,,,,
420.7,179.61,519.05,190.2,,,,,,,,,,,,,,,,,,,,,,
428.7,180.68,524.6,194.4,,,,,,,,,,,,,,,,,,,,,,
425.3,179.83,520.75,193.05,,,,,,,,,,,,,,,,,,,,,,
420.75,179.25,513.7,193.25,,,,,,,,,,,,,,,,,,,,,,
419.75,178.86,506.28,192.95,,,,,,,,,,,,,,,,,,,,,,
421.85,178.88,514.98,188.1,,,,,,,,,,,,,,,,,,,,,,
422.2,179.34,526.17,191.05,,,,,,,,,,,,,,,,,,,,,,
419.1,178.13,513.58,185.35,,,,,,,,,,,,,,,,,,,,,,
408.55,177.06,511.2,193.35,,,,,,,,,,,,,,,,,,,,,,
425.1,181.03,519.53,195.8,,,,,,,,,,,,,,,,,,,,,,
424.9,185.63,520.9,199.15,,,,,,,,,,,,,,,,,,,,,,
425,185.78,518.33,204.05,,,,,,,,,,,,,,,,,,,,,,
434.1,187.2,519.15,202.25,,,,,,,,,,,,,,,,,,,,,,
429.15,181.48,513.55,203.5,,,,,,,,,,,,,,,,,,,,,,
434.05,180.53,508.6,202.5,,,,,,,,,,,,,,,,,,,,,,
423.05,176.83,507.1,191.1,,,,,,,,,,,,,,,,,,,,,,
414.1,173.14,501.75,195.75,,,,,,,,,,,,,,,,,,,,,,
435.65,173.29,498.75,202.95,,,,,,,,,,,,,,,,,,,,,,
433.55,172.78,494.73,197.7,,,,,,,,,,,,,,,,,,,,,,
429.8,171.71,490.53,192.8,,,,,,,,,,,,,,,,,,,,,,
428,167.85,483.43,188.8,,,,,,,,,,,,,,,,,,,,,,
430.05,169.69,485.5,193.35,,,,,,,,,,,,,,,,,,,,,,
444.85,168.75,488.98,194.2,,,,,,,,,,,,,,,,,,,,,,
454.15,169.41,491.3,190.3,,,,,,,,,,,,,,,,,,,,,,
434.5,167.59,479.15,193.6,,,,,,,,,,,,,,,,,,,,,,
442.25,166.86,469.7,181.05,,,,,,,,,,,,,,,,,,,,,,
429.4,165.88,460.78,172.85,,,,,,,,,,,,,,,,,,,,,,
430.95,167.98,461.78,178.25,,,,,,,,,,,,,,,,,,,,,,
443.6,166.99,470.45,178.2,,,,,,,,,,,,,,,,,,,,,,
441.85,164.4,464.9,178.35,,,,,,,,,,,,,,,,,,,,,,
445.3,163.93,460,170.65,,,,,,,,,,,,,,,,,,,,,,
447.15,165.68,455.55,174.7,,,,,,,,,,,,,,,,,,,,,,
453.4,168.9,457.1,175,,,,,,,,,,,,,,,,,,,,,,
453.1,168.34,460.13,171.05,,,,,,,,,,,,,,,,,,,,,,
458.65,169.03,465.15,175.7,,,,,,,,,,,,,,,,,,,,,,
487.25,174.28,488.75,174.4,,,,,,,,,,,,,,,,,,,,,,
489.35,172.73,489.88,178.2,,,,,,,,,,,,,,,,,,,,,,
483.85,174.43,486.3,181.15,,,,,,,,,,,,,,,,,,,,,,
485.2,174.47,487.78,179.05,,,,,,,,,,,,,,,,,,,,,,
475.05,175.61,487.8,175.95,,,,,,,,,,,,,,,,,,,,,,
473.4,172.65,482.25,176.7,,,,,,,,,,,,,,,,,,,,,,
462.4,171.24,480.83,177.3,,,,,,,,,,,,,,,,,,,,,,
465.45,171.68,483.25,175.65,,,,,,,,,,,,,,,,,,,,,,
455.6,170.01,483.2,178.55,,,,,,,,,,,,,,,,,,,,,,
463.75,171.98,492.33,179.3,,,,,,,,,,,,,,,,,,,,,,
471.7,171.79,494.68,174.9,,,,,,,,,,,,,,,,,,,,,,
469.4,170.08,488.68,172.75,,,,,,,,,,,,,,,,,,,,,,
484.55,173.91,495.1,171.55,,,,,,,,,,,,,,,,,,,,,,
476.65,174.86,499.88,174.9,,,,,,,,,,,,,,,,,,,,,,
477.45,174.79,496.18,175.45,,,,,,,,,,,,,,,,,,,,,,
477.15,173.81,502.58,175.35,,,,,,,,,,,,,,,,,,,,,,
473.35,173.83,502.33,173.75,,,,,,,,,,,,,,,,,,,,,,
476.75,174.99,506.08,173.1,,,,,,,,,,,,,,,,,,,,,,
474.45,173.42,500.78,172.05,,,,,,,,,,,,,,,,,,,,,,
473.95,173.14,492.35,173.3,,,,,,,,,,,,,,,,,,,,,,
467.1,172.03,494.23,173.05,,,,,,,,,,,,,,,,,,,,,,
463.6,171.04,491.38,176.85,,,,,,,,,,,,,,,,,,,,,,
468.2,174.45,499.48,177.65,,,,,,,,,,,,,,,,,,,,,,
474.15,176.01,499.25,178.95,,,,,,,,,,,,,,,,,,,,,,
482.7,177.13,496.18,180.1,,,,,,,,,,,,,,,,,,,,,,
488.9,177.92,505.3,183.05,,,,,,,,,,,,,,,,,,,,,,
488,176.83,500.55,183,,,,,,,,,,,,,,,,,,,,,,
491.55,175.13,496.93,182.1,,,,,,,,,,,,,,,,,,,,,,
500.6,178.35,498.88,184.25,,,,,,,,,,,,,,,,,,,,,,
488.1,180.15,498.08,186.5,,,,,,,,,,,,,,,,,,,,,,
